date,pheno,env,env_sd,year,site,pheno_sd,pheno_mis,value,lower,upper,mismatch_actual,mismatch_model,mismatch_model_upper,mismatch_model_lower,pred_error
2012-12-03,0.31773,11.120000000000001,0.01,2012,1,0.01,0,NA,NA,NA,0.31773,NA,NA,NA,NA
2012-12-04,0.3155,14.125,0.01,2012,1,0.01,0,NA,NA,NA,0.3155,NA,NA,NA,NA
2012-12-05,0.31949,8.425,0.01,2012,1,0.01,0,NA,NA,NA,0.31949,NA,NA,NA,NA
2012-12-06,0.32167,7.3549999999999995,0.01,2012,1,0.01,0,NA,NA,NA,0.32167,NA,NA,NA,NA
2012-12-07,0.32249,6.845,0.01,2012,1,0.01,0,NA,NA,NA,0.32249,NA,NA,NA,NA
2012-12-08,0.31941,7.25,0.01,2012,1,0.01,0,NA,NA,NA,0.31941,NA,NA,NA,NA
2012-12-09,NA,3.75,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-10,NA,1.7750000000000001,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-11,0.31884,-5.315,0.01,2012,1,0.01,0,NA,NA,NA,0.31884,NA,NA,NA,NA
2012-12-12,0.31838,-1.0900000000000003,0.01,2012,1,0.01,0,NA,NA,NA,0.31838,NA,NA,NA,NA
2012-12-13,0.31673,1.6450000000000005,0.01,2012,1,0.01,0,NA,NA,NA,0.31673,NA,NA,NA,NA
2012-12-14,0.32223,5.98,0.01,2012,1,0.01,0,NA,NA,NA,0.32223,NA,NA,NA,NA
2012-12-15,0.32043,6.345,0.01,2012,1,0.01,0,NA,NA,NA,0.32043,NA,NA,NA,NA
2012-12-16,0.30015,6.505,0.01,2012,1,0.01,0,NA,NA,NA,0.30015,NA,NA,NA,NA
2012-12-17,0.31403,1.295,0.01,2012,1,0.01,0,NA,NA,NA,0.31403,NA,NA,NA,NA
2012-12-18,0.31229,3.58,0.01,2012,1,0.01,0,NA,NA,NA,0.31229,NA,NA,NA,NA
2012-12-19,0.31331,6.445,0.01,2012,1,0.01,0,NA,NA,NA,0.31331,NA,NA,NA,NA
2012-12-20,0.32302,3.13,0.01,2012,1,0.01,0,NA,NA,NA,0.32302,NA,NA,NA,NA
2012-12-21,0.31833,-2.4299999999999997,0.01,2012,1,0.01,0,NA,NA,NA,0.31833,NA,NA,NA,NA
2012-12-22,0.31255,-3.3999999999999995,0.01,2012,1,0.01,0,NA,NA,NA,0.31255,NA,NA,NA,NA
2012-12-23,0.3136,1.185,0.01,2012,1,0.01,0,NA,NA,NA,0.3136,NA,NA,NA,NA
2012-12-24,0.31388,-1.9649999999999999,0.01,2012,1,0.01,0,NA,NA,NA,0.31388,NA,NA,NA,NA
2012-12-25,0.31249,-6.47,0.01,2012,1,0.01,0,NA,NA,NA,0.31249,NA,NA,NA,NA
2012-12-26,0.31468,-8.05,0.01,2012,1,0.01,0,NA,NA,NA,0.31468,NA,NA,NA,NA
2012-12-27,0.31103,-8.115,0.01,2012,1,0.01,0,NA,NA,NA,0.31103,NA,NA,NA,NA
2012-12-28,0.31006,-4.375,0.01,2012,1,0.01,0,NA,NA,NA,0.31006,NA,NA,NA,NA
2012-12-29,0.31516,-3.7150000000000003,0.01,2012,1,0.01,0,NA,NA,NA,0.31516,NA,NA,NA,NA
2012-12-30,0.30902,-2.555,0.01,2012,1,0.01,0,NA,NA,NA,0.30902,NA,NA,NA,NA
2012-12-31,0.31913,-0.7200000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.31913,NA,NA,NA,NA
2013-01-01,0.32197,NA,0.01,2013,1,0.01,0,NA,NA,NA,0.32197,NA,NA,NA,NA
2013-01-02,0.31987,-8.54,0.01,2013,1,0.01,0,NA,NA,NA,0.31987,NA,NA,NA,NA
2013-01-03,0.31727,-7,0.01,2013,1,0.01,0,NA,NA,NA,0.31727,NA,NA,NA,NA
2013-01-04,0.31353,-3.9799999999999995,0.01,2013,1,0.01,0,NA,NA,NA,0.31353,NA,NA,NA,NA
2013-01-05,0.30857,-2.37,0.01,2013,1,0.01,0,NA,NA,NA,0.30857,NA,NA,NA,NA
2013-01-06,0.31384,0.45999999999999996,0.01,2013,1,0.01,0,NA,NA,NA,0.31384,NA,NA,NA,NA
2013-01-07,0.3114,-0.98,0.01,2013,1,0.01,0,NA,NA,NA,0.3114,NA,NA,NA,NA
2013-01-08,0.31162,2.315,0.01,2013,1,0.01,0,NA,NA,NA,0.31162,NA,NA,NA,NA
2013-01-09,0.30555,5.735,0.01,2013,1,0.01,0,NA,NA,NA,0.30555,NA,NA,NA,NA
2013-01-10,0.28689,3.9699999999999998,0.01,2013,1,0.01,0,NA,NA,NA,0.28689,NA,NA,NA,NA
2013-01-11,0.30609,4.055,0.01,2013,1,0.01,0,NA,NA,NA,0.30609,NA,NA,NA,NA
2013-01-12,0.30978,8.7,0.01,2013,1,0.01,0,NA,NA,NA,0.30978,NA,NA,NA,NA
2013-01-13,0.31507,-1.2249999999999999,0.01,2013,1,0.01,0,NA,NA,NA,0.31507,NA,NA,NA,NA
2013-01-14,0.31398,-6.7,0.01,2013,1,0.01,0,NA,NA,NA,0.31398,NA,NA,NA,NA
2013-01-15,0.31383,-6.865,0.01,2013,1,0.01,0,NA,NA,NA,0.31383,NA,NA,NA,NA
2013-01-16,0.31357,-5.32,0.01,2013,1,0.01,0,NA,NA,NA,0.31357,NA,NA,NA,NA
2013-01-17,0.31258,-0.5800000000000001,0.01,2013,1,0.01,0,NA,NA,NA,0.31258,NA,NA,NA,NA
2013-01-18,0.31146,1.37,0.01,2013,1,0.01,0,NA,NA,NA,0.31146,NA,NA,NA,NA
2013-01-19,0.3114,6.300000000000001,0.01,2013,1,0.01,0,NA,NA,NA,0.3114,NA,NA,NA,NA
2013-01-20,0.30786,7.25,0.01,2013,1,0.01,0,NA,NA,NA,0.30786,NA,NA,NA,NA
2013-01-21,0.31375,-3.21,0.01,2013,1,0.01,0,NA,NA,NA,0.31375,NA,NA,NA,NA
2013-01-22,0.31385,-7.82,0.01,2013,1,0.01,0,NA,NA,NA,0.31385,NA,NA,NA,NA
2013-01-23,0.31122,-5.7,0.01,2013,1,0.01,0,NA,NA,NA,0.31122,NA,NA,NA,NA
2013-01-24,0.31217,-1.2850000000000001,0.01,2013,1,0.01,0,NA,NA,NA,0.31217,NA,NA,NA,NA
2013-01-25,0.30978,-7.805,0.01,2013,1,0.01,0,NA,NA,NA,0.30978,NA,NA,NA,NA
2013-01-26,0.31189,-0.5300000000000002,0.01,2013,1,0.01,0,NA,NA,NA,0.31189,NA,NA,NA,NA
2013-01-27,0.30285,3.83,0.01,2013,1,0.01,0,NA,NA,NA,0.30285,NA,NA,NA,NA
2013-01-28,0.3077,8.675,0.01,2013,1,0.01,0,NA,NA,NA,0.3077,NA,NA,NA,NA
2013-01-29,0.28826,15.005,0.01,2013,1,0.01,0,NA,NA,NA,0.28826,NA,NA,NA,NA
2013-01-30,0.31887,8.325,0.01,2013,1,0.01,0,NA,NA,NA,0.31887,NA,NA,NA,NA
2013-01-31,0.31542,-3.51,0.01,2013,1,0.01,0,NA,NA,NA,0.31542,NA,NA,NA,NA
2013-02-01,0.31618,-7.845000000000001,0.01,2013,1,0.01,0,NA,NA,NA,0.31618,NA,NA,NA,NA
2013-02-02,0.31199,-7.694999999999999,0.01,2013,1,0.01,0,NA,NA,NA,0.31199,NA,NA,NA,NA
2013-02-03,0.31283,-0.7450000000000001,0.01,2013,1,0.01,0,NA,NA,NA,0.31283,NA,NA,NA,NA
2013-02-04,0.31509,3.0549999999999997,0.01,2013,1,0.01,0,NA,NA,NA,0.31509,NA,NA,NA,NA
2013-02-05,0.31187,2.16,0.01,2013,1,0.01,0,NA,NA,NA,0.31187,NA,NA,NA,NA
2013-02-06,0.31044,4.025,0.01,2013,1,0.01,0,NA,NA,NA,0.31044,NA,NA,NA,NA
2013-02-07,0.30297,6.37,0.01,2013,1,0.01,0,NA,NA,NA,0.30297,NA,NA,NA,NA
