date,pheno,env,env_sd,year,site,pheno_sd,pheno_mis,value,lower,upper,mismatch_actual,mismatch_model,mismatch_model_upper,mismatch_model_lower,pred_error
2013-07-22,0.39302,18.975,0.01,2013,1,0.01,0,NA,NA,NA,0.39302,NA,NA,NA,NA
2013-07-23,0.39417,19.76,0.01,2013,1,0.01,0,NA,NA,NA,0.39417,NA,NA,NA,NA
2013-07-24,0.38962,21.735,0.01,2013,1,0.01,0,NA,NA,NA,0.38962,NA,NA,NA,NA
2013-07-25,0.38841,22.34,0.01,2013,1,0.01,0,NA,NA,NA,0.38841,NA,NA,NA,NA
2013-07-26,0.38737,22.39,0.01,2013,1,0.01,0,NA,NA,NA,0.38737,NA,NA,NA,NA
2013-07-27,0.38146,21.485,0.01,2013,1,0.01,0,NA,NA,NA,0.38146,NA,NA,NA,NA
2013-07-28,0.37887,18.27,0.01,2013,1,0.01,0,NA,NA,NA,0.37887,NA,NA,NA,NA
2013-07-29,0.3741,16.32,0.01,2013,1,0.01,0,NA,NA,NA,0.3741,NA,NA,NA,NA
2013-07-30,0.37246,17.215,0.01,2013,1,0.01,0,NA,NA,NA,0.37246,NA,NA,NA,NA
2013-07-31,0.38005,18.04,0.01,2013,1,0.01,0,NA,NA,NA,0.38005,NA,NA,NA,NA
2013-08-01,0.37854,18,0.01,2013,1,0.01,0,NA,NA,NA,0.37854,NA,NA,NA,NA
2013-08-02,0.37843,15.105,0.01,2013,1,0.01,0,NA,NA,NA,0.37843,NA,NA,NA,NA
2013-08-03,0.37028,16.165,0.01,2013,1,0.01,0,NA,NA,NA,0.37028,NA,NA,NA,NA
2013-08-04,0.37026,18.57,0.01,2013,1,0.01,0,NA,NA,NA,0.37026,NA,NA,NA,NA
2013-08-05,0.3681,21.195,0.01,2013,1,0.01,0,NA,NA,NA,0.3681,NA,NA,NA,NA
2013-08-06,0.36637,22.055,0.01,2013,1,0.01,0,NA,NA,NA,0.36637,NA,NA,NA,NA
