level_1_1,level_1_2,level_1_3,level_1_4
-0.1914971508118204,-0.3213207026568321,-0.38629810324105207,-0.3291954610067743
-0.18750248337016182,-0.30207100916220825,-0.38137062661803156,-0.33623895913446705
-0.19958344543810552,-0.28714739855211757,-0.35747846024384594,-0.339747233479783
-0.18675749939997446,-0.23676164648449793,-0.3686975223965406,-0.3591293899856003
-0.19336356391089854,-0.2035696924047454,-0.35227438237236586,-0.3876278976899051
-0.19933658185337177,-0.17798181416397427,-0.3369051266691828,-0.40859290220937616
-0.15919729185919845,-0.197604213787605,-0.31651464659822004,-0.41485458661189845
-0.1415031061609594,-0.1914971508118204,-0.3213207026568321,-0.38629810324105207
-0.13116281346715644,-0.18750248337016182,-0.30207100916220825,-0.38137062661803156
-0.10649324105020684,-0.19958344543810552,-0.28714739855211757,-0.35747846024384594
-0.09400487416906136,-0.18675749939997446,-0.23676164648449793,-0.3686975223965406
-0.07754853011178887,-0.19336356391089854,-0.2035696924047454,-0.35227438237236586
-0.037478660606745255,-0.19933658185337177,-0.17798181416397427,-0.3369051266691828
-0.02275414693131347,-0.15919729185919845,-0.197604213787605,-0.31651464659822004
0.0030625208404002147,-0.1415031061609594,-0.1914971508118204,-0.3213207026568321
0.014280463933347174,-0.13116281346715644,-0.18750248337016182,-0.30207100916220825
0.04110197373627788,-0.10649324105020684,-0.19958344543810552,-0.28714739855211757
0.043477351847647075,-0.09400487416906136,-0.18675749939997446,-0.23676164648449793
0.060272405285322773,-0.07754853011178887,-0.19336356391089854,-0.2035696924047454
0.06654439669503713,-0.037478660606745255,-0.19933658185337177,-0.17798181416397427
0.0905124442072308,-0.02275414693131347,-0.15919729185919845,-0.197604213787605
0.12205711767093978,0.0030625208404002147,-0.1415031061609594,-0.1914971508118204
0.15889583596614834,0.014280463933347174,-0.13116281346715644,-0.18750248337016182
0.15583249288853432,0.04110197373627788,-0.10649324105020684,-0.19958344543810552
0.18116733673164082,0.043477351847647075,-0.09400487416906136,-0.18675749939997446
0.2121577043673051,0.060272405285322773,-0.07754853011178887,-0.19336356391089854
0.24112780107061393,0.06654439669503713,-0.037478660606745255,-0.19933658185337177
0.24293784074574462,0.0905124442072308,-0.02275414693131347,-0.15919729185919845
0.25126886437627194,0.12205711767093978,0.0030625208404002147,-0.1415031061609594
0.26034623635014326,0.15889583596614834,0.014280463933347174,-0.13116281346715644
0.2875292282291786,0.15583249288853432,0.04110197373627788,-0.10649324105020684
0.2929171487439223,0.18116733673164082,0.043477351847647075,-0.09400487416906136
0.2927695791775105,0.2121577043673051,0.060272405285322773,-0.07754853011178887
0.27767366655243614,0.24112780107061393,0.06654439669503713,-0.037478660606745255
0.2834330152137233,0.24293784074574462,0.0905124442072308,-0.02275414693131347
0.2871038230624619,0.25126886437627194,0.12205711767093978,0.0030625208404002147
0.26779377093363405,0.26034623635014326,0.15889583596614834,0.014280463933347174
0.285458488073396,0.2875292282291786,0.15583249288853432,0.04110197373627788
0.2921367231556437,0.2929171487439223,0.18116733673164082,0.043477351847647075
0.3260756007774407,0.2927695791775105,0.2121577043673051,0.060272405285322773
0.3762987776721579,0.27767366655243614,0.24112780107061393,0.06654439669503713
0.39961836556441216,0.2834330152137233,0.24293784074574462,0.0905124442072308
0.4031435610696171,0.2871038230624619,0.25126886437627194,0.12205711767093978
0.41963399134687923,0.26779377093363405,0.26034623635014326,0.15889583596614834
0.41548579425360377,0.285458488073396,0.2875292282291786,0.15583249288853432
0.4142469195413341,0.2921367231556437,0.2929171487439223,0.18116733673164082
0.4116455237282722,0.3260756007774407,0.2927695791775105,0.2121577043673051
0.3924689034158276,0.3762987776721579,0.27767366655243614,0.24112780107061393
0.40152444409946364,0.39961836556441216,0.2834330152137233,0.24293784074574462
0.4045044810110357,0.4031435610696171,0.2871038230624619,0.25126886437627194
0.41378944612448876,0.41963399134687923,0.26779377093363405,0.26034623635014326
0.4145434967248676,0.41548579425360377,0.285458488073396,0.2875292282291786
0.42558166244675594,0.4142469195413341,0.2921367231556437,0.2929171487439223
0.3955816387808832,0.4116455237282722,0.3260756007774407,0.2927695791775105
0.39163756478923945,0.3924689034158276,0.3762987776721579,0.27767366655243614
0.37150351218175365,0.40152444409946364,0.39961836556441216,0.2834330152137233
0.3756527827242979,0.4045044810110357,0.4031435610696171,0.2871038230624619
0.3732769330945118,0.41378944612448876,0.41963399134687923,0.26779377093363405
0.36283260160161407,0.4145434967248676,0.41548579425360377,0.285458488073396
0.36705669690486376,0.42558166244675594,0.4142469195413341,0.2921367231556437
0.3863632967028961,0.3955816387808832,0.4116455237282722,0.3260756007774407
0.38590019355777777,0.39163756478923945,0.3924689034158276,0.3762987776721579
