site,date,value,variance,lower,upper
1,2021-02-27,0.2767219296129418,0.005616860504321967,0.12982832419254486,0.4236155350333387
1,2021-02-28,0.28744186407525624,0.005621537348424885,0.14048711635437094,0.43439661179614153
1,2021-03-01,0.29761137554268136,0.0056238962319987065,0.15062579881881966,0.44459695226654306
1,2021-03-02,0.3072239461590696,0.005624040926356535,0.16023647858890136,0.4542114137292379
1,2021-03-03,0.31627697975013597,0.00562213290439153,0.16931444790779698,0.46323951159247495
1,2021-03-04,0.3247717808475467,0.005618376519816919,0.17785835314766396,0.47168520854742946
1,2021-03-05,0.33271329007461165,0.005613012630535785,0.18587000857536748,0.4795565715738558
1,2021-03-06,0.34010995946061284,0.005606304051607221,0.19335445651556377,0.4868654624056619
1,2021-03-07,0.34697360207657413,0.005598520569038046,0.20032000812805695,0.4936271960250913
1,2021-03-08,0.353318918791718,0.005589938337497649,0.20677777399841782,0.4998600635850182
1,2021-03-09,0.35916340027063615,0.0055808214343222445,0.21274180479342406,0.5055849957478482
1,2021-03-10,0.3645268591703081,0.005571420861224867,0.21822863505093795,0.5108250832896782
1,2021-03-11,0.369431183840366,0.005561963759159114,0.22325717802132286,0.5156051896594092
1,2021-03-12,0.3738999650878043,0.005552650149240169,0.22784839606740306,0.5199515341082056
1,2021-03-13,0.37795807323029573,0.005543652585972591,0.23202488381036868,0.5238912626502228
1,2021-03-14,0.38163136901029865,0.005535111400163898,0.2358106436147993,0.527452094405798
1,2021-03-15,0.38494625471025956,0.005527138755143054,0.23923058553992785,0.5306619238805913
1,2021-03-16,0.3879293803935617,0.005519817443894167,0.24231025152491398,0.5335485092622094
1,2021-03-17,0.39060728530884065,0.0055132042426647805,0.24507541450858938,0.5361391561090919
1,2021-03-18,0.3930060318693184,0.005507334562085889,0.24755165258251535,0.5384604111561214
1,2021-03-19,0.3951509853907171,0.005502223435597421,0.24976411682896887,0.5405378539524652
1,2021-03-20,0.39706646376407967,0.0054978719253027265,0.25173709719199644,0.5423958303361629
1,2021-03-21,0.3987755369074461,0.005494269433196988,0.2534937918237311,0.5440572819911611
1,2021-03-22,0.400299769585712,0.005491398420053437,0.25505598772061017,0.5455435514508138
1,2021-03-23,0.40165911870909354,0.005489235116589499,0.256443948620393,0.5468742887977941
1,2021-03-24,0.4028716517424978,0.005487755557643262,0.2576760534957109,0.5480672499892847
1,2021-03-25,0.40395359496706795,0.005486932875996148,0.25876888042580914,0.5491383095083268
1,2021-03-26,0.40491916375703413,0.0054867405192544575,0.2597369941260222,0.550101333388046
1,2021-03-27,0.40578057164399317,0.0054871515567519475,0.26059296397578247,0.5509681793122039
1,2021-03-28,0.40654801060644985,0.005488138347133878,0.2613473485062049,0.5517486727066948
1,2021-03-29,0.40722969536335635,0.005489671210850779,0.26200875705346816,0.5524506336732445
1,2021-03-30,0.40783192409447044,0.005491717486365861,0.2625839227463518,0.5530799254425891
1,2021-03-31,0.40835918065237625,0.005494239890908725,0.2630778261538895,0.553640535150863
1,2021-04-01,0.4088142420845658,0.005497195057470896,0.26349382186503784,0.5541346623040937
1,2021-04-02,0.40919833668091976,0.005500532503318956,0.26383380983633464,0.5545628635255049
1,2021-04-03,0.4095113249832885,0.005504192897932356,0.2640984389081647,0.5549242110584123
1,2021-04-04,0.40975181177021547,0.005508109849249937,0.26428719477735857,0.5552164287630723
1,2021-04-05,0.40991745407255015,0.005512206447905315,0.26439875324591045,0.5554361548991898
1,2021-04-06,0.41000496926406077,0.005516402305351831,0.264430895005491,0.5555790435226305
1,2021-04-07,0.41001056026179594,0.005520607571281474,0.26438100953175037,0.5556401109918415
1,2021-04-08,0.4099299690457913,0.005524729780396322,0.264246058045398,0.5556138800461846
1,2021-04-09,0.40975868218877004,0.00552867611991338,0.26402274913772306,0.555494615239817
1,2021-04-10,0.4094921714718113,0.005532354318375742,0.26370776781534244,0.5552765751282801
1,2021-04-11,0.4091260835644416,0.005535675197351667,0.26329793183047023,0.5549542352984129
1,2021-04-12,0.4086563129723079,0.005538558825429425,0.2627901839917606,0.5545224419528553
1,2021-04-13,0.4080792670664455,0.005540933174270921,0.2621818754438425,0.5539766586890484
1,2021-04-14,0.40739188842651003,0.0055427404328012506,0.2614707054315477,0.5533130714214723
1,2021-04-15,0.4065918543836907,0.005543935701417724,0.2606549385927699,0.5525287701746115
1,2021-04-16,0.40567760407453646,0.00554449070281546,0.2597333836205018,0.5516218245285711
1,2021-04-17,0.4046483782544353,0.005544395507900593,0.2587054106843913,0.5505913458244793
1,2021-04-18,0.4035043516250686,0.005543655196780247,0.2575711278412057,0.5494375754089315
1,2021-04-19,0.4022465800031863,0.0055422918816901146,0.2563313015272819,0.5481618584790907
1,2021-04-20,0.4008769731829981,0.005540344256410776,0.2549873351156301,0.5467666112503661
1,2021-04-21,0.399398313414277,0.005537863957731462,0.25354133490443265,0.5452552919241214
1,2021-04-22,0.3978141623475724,0.005534914664323656,0.2519960284462439,0.5436322962489009
1,2021-04-23,0.3961288070155043,0.0055315688147585754,0.25035475322410927,0.5419028608068993
1,2021-04-24,0.39434714571154555,0.005527905663419803,0.2486213676330137,0.5400729237900774
1,2021-04-25,0.3924745834791121,0.005524007800767825,0.24680019188117314,0.5381489750770512
1,2021-04-26,0.3905168984110625,0.0055199588500960736,0.24489590432528835,0.5361378924968367
1,2021-04-27,0.388480104850752,0.005515840834191852,0.2429134392001594,0.5340467705013446
1,2021-04-28,0.3863702998045606,0.005511731522401361,0.24085786797670247,0.5318827316324187
1,2021-04-29,0.3841935012651769,0.00550770361483841,0.2387342485283254,0.5296527540020284
1,2021-04-30,0.38195551852465304,0.005503821600539486,0.23654753710467563,0.5273634999446304
1,2021-05-01,0.3796617778896534,0.005500141591710534,0.23430241651682956,0.5250211392624772
1,2021-05-02,0.37731712630866987,0.005496712209426613,0.23200308836417782,0.5226311642531619
1,2021-05-03,0.3749257391836777,0.005493572567798219,0.22965320779369458,0.5201982705736609
1,2021-05-04,0.37249095367320745,0.005490753485652453,0.22725570109835058,0.5177262062480643
1,2021-05-05,0.3700152063790832,0.0054882760372421836,0.22481272284429796,0.5152176899138684
1,2021-05-06,0.36749971060712266,0.005486158919672375,0.22232523590232686,0.5126741853119184
1,2021-05-07,0.3649446484240666,0.005484410355056879,0.2197933107795705,0.5100959860685627
1,2021-05-08,0.3623489112296421,0.0054830346310937314,0.21721577979918724,0.5074820426600969
1,2021-05-09,0.3597101088956087,0.005482031133066291,0.2145902591134805,0.504829958677737
1,2021-05-10,0.35702451933836743,0.00548139548112485,0.21191308326150537,0.5021359554152295
1,2021-05-11,0.35428708329092984,0.005481119785762629,0.20917929656331927,0.49939487001854044
1,2021-05-12,0.3514914271231752,0.005481192714580595,0.20638267503587754,0.4966001792104729
1,2021-05-13,0.3486298954410364,0.005481599894357956,0.2035157536278915,0.49374403725418126
1,2021-05-14,0.34569361974928436,0.0054823231645777315,0.20056990470228797,0.49081733479628076
1,2021-05-15,0.342672608801221,0.005483340504303451,0.1975354292732581,0.487809788329184
1,2021-05-16,0.3395558449749868,0.005484625559626539,0.19440165953804767,0.48471003041192595
1,2021-05-17,0.3363314341083319,0.005486146714538452,0.1911571208894607,0.4815057473272031
1,2021-05-18,0.33298672808074803,0.0054878674770776166,0.1877896492535851,0.47818380690791096
1,2021-05-19,0.3295084985998642,0.005489745799766033,0.18428657372492946,0.47473042347479893
1,2021-05-20,0.3258831091113879,0.005491734062454769,0.1806348885566209,0.4711313296661549
1,2021-05-21,0.32209672587174343,0.005493778705577527,0.17682146894425896,0.46737198279922787
1,2021-05-22,0.3181354489018706,0.005495822611160274,0.17283317038211268,0.4634377274216286
1,2021-05-23,0.31398557283269535,0.005497804046516336,0.16865710340878257,0.4593140422566081
1,2021-05-24,0.30963374743022676,0.005499659077511084,0.16428076221091117,0.45498673264954237
1,2021-05-25,0.3050671707843865,0.005501323214274085,0.15969219611558277,0.4504421454531902
1,2021-05-26,0.30027379286483125,0.0055027326598574774,0.1548801967675186,0.44566738896214386
1,2021-05-27,0.2952424976701978,0.00550382606954158,0.14983445721592673,0.44065053812446886
1,2021-05-28,0.28996323836011617,0.005504548005168851,0.14454566164857605,0.43538081507165627
1,2021-05-29,0.2844272252379049,0.00550484940988654,0.13900566736899703,0.42984878310681285
1,2021-05-30,0.2786270465802843,0.0055046901499325425,0.13320759231098492,0.42404650084958373
1,2021-05-31,0.2725567955282799,0.005504040448867293,0.12714592320998108,0.4179676678465787
1,2021-06-01,0.26621215526554176,0.005502882383829799,0.12081658117292862,0.41160772935815493
1,2021-06-02,0.25959049118869276,0.005501210463500513,0.11421700627282658,0.4049639761045589
1,2021-06-03,0.25269089760782937,0.005499032347095442,0.10734619469574574,0.398035600519913
1,2021-06-04,0.2455142401017089,0.005496368543756559,0.10020474489339434,0.39082373531002346
1,2021-06-05,0.2380631614976751,0.005493251956135137,0.09279486931149725,0.3833314536838529
1,2021-06-06,0.23034207049410624,0.0054897269968658185,0.08512039431881988,0.37556374666939263
1,2021-06-07,0.22235711384935797,0.0054858481412777505,0.07718675110429693,0.367527476594419
1,2021-06-08,0.21411613970499932,0.005481677918711368,0.06900096512797035,0.35923131428202826
1,2021-06-09,0.20562859768133482,0.005477285589745407,0.060571573302761694,0.35068562205990794
1,2021-06-10,0.1969055040131154,0.005472743913627645,0.051908631568941765,0.34190237645728905
1,2021-06-11,0.1879592721475114,0.005468128481223463,0.043023554074056336,0.33289499022096647
1,2021-06-12,0.17880365550734711,0.00546351424840203,0.03392910171455285,0.32367820930014135
1,2021-06-13,0.16945363471275293,0.005458973396228127,0.02463929771896639,0.3142679717065395
1,2021-06-14,0.15992519256234636,0.005454575037104751,0.01516920663243182,0.3046811784922609
1,2021-06-15,0.15023529146438924,0.005450381574616109,0.005534960237936121,0.2949356226908424
1,2021-06-16,0.14040168032209877,0.005446448217965594,-0.004246428805316477,0.285049789449514
1,2021-06-17,0.1304427543066073,0.005442821914618477,-0.014157192675396613,0.2750427012886112
1,2021-06-18,0.12037733181818773,0.005439541745435543,-0.0241790363198683,0.2649336999562438
1,2021-06-19,0.11022466228818331,0.005436636375351491,-0.03429309544265852,0.25474242001902514
1,2021-06-20,0.10000415842229317,0.005434125807815882,-0.044480227250711254,0.24448854409529758
1,2021-06-21,0.0897352907990871,0.005432021031518272,-0.05472111090980428,0.23419169250797847
1,2021-06-22,0.07943745576252684,0.005430324430252858,-0.06499638490945481,0.22387129643450848
1,2021-06-23,0.06912992712784981,0.005429030301050379,-0.07528670212416928,0.2135465563798689
1,2021-06-24,0.05883153736466398,0.0054281264103731115,-0.0855730692726914,0.20323614400201936
1,2021-06-25,0.04856084402839865,0.005427594084200188,-0.09583668169092745,0.19295836974772473
1,2021-06-26,0.03833570522223162,0.005427409930801087,-0.10605937083704906,0.1827307812815123
1,2021-06-27,0.02817349326914862,0.005427546377991227,-0.11622339785282498,0.1725703843911222
1,2021-06-28,0.01809077736723976,0.005427972926813947,-0.1263117876918632,0.16249334242634272
1,2021-06-29,0.008103347026373955,0.005428656996990888,-0.1363083170442273,0.15251501109697524
1,2021-06-30,-0.0017738710714959788,0.005429564846608889,-0.1461976098222038,0.14264986767921184
1,2021-07-01,-0.011526881910137014,0.00543066238369295,-0.15596521689498388,0.13291145307470986
1,2021-07-02,-0.02114272672267613,0.005431915603416455,-0.16559772657413385,0.12331227312878158
1,2021-07-03,-0.030609367707872256,0.005433292026694963,-0.17508266852761323,0.11386393311186871
1,2021-07-04,-0.03991604144466503,0.005434759267034574,-0.1844088481868694,0.10457676529753931
1,2021-07-05,-0.04905289871259399,0.005436288163086874,-0.19356602824522343,0.09546023082003544
1,2021-07-06,-0.05801131225382881,0.005437851065675983,-0.20254521365381475,0.08652258914615715
1,2021-07-07,-0.06678386525742945,0.005439421963888317,-0.21133864178340028,0.07777091126854137
1,2021-07-08,-0.07536425242450027,0.005440977899108971,-0.21993970226719323,0.06921119741819266
1,2021-07-09,-0.08374736949970948,0.005442498206401973,-0.22834301642489815,0.060848277425479186
1,2021-07-10,-0.09192929026220292,0.005443964883865686,-0.2365444191314136,0.05268583860700776
1,2021-07-11,-0.09990721563442996,0.005445363058202956,-0.24454091407429035,0.04472648280543044
1,2021-07-12,-0.1076796166421511,0.0054466789907191004,-0.2523307901968323,0.03697155691253008
1,2021-07-13,-0.1152460323368176,0.005447902412665971,-0.25991345060540216,0.029421385931766936
1,2021-07-14,-0.12260714956467304,0.005449025072967887,-0.2672894730195908,0.022075173890244673
1,2021-07-15,-0.1297647499434836,0.005450040958947963,-0.27446055965438887,0.014931059767421623
1,2021-07-16,-0.13672166614902184,0.005450946254926044,-0.28142949293432007,0.007986160636276413
1,2021-07-17,-0.14348175493117934,0.005451739073754474,-0.28820010492776815,0.0012365950654094904
1,2021-07-18,-0.15004981318092567,0.005452419662910915,-0.2947771961360478,-0.005322430225803532
1,2021-07-19,-0.15643158753576267,0.0054529896045021784,-0.30116653447206954,-0.011696640599455799
1,2021-07-20,-0.1626336312497741,0.005453452587009598,-0.3073747223685579,-0.017892540130990287
1,2021-07-21,-0.16866330822398415,0.005453813394129001,-0.3134091873877309,-0.023917429060237416
1,2021-07-22,-0.17452866664407518,0.005454078488875776,-0.3192780636129924,-0.029779269675157982
1,2021-07-23,-0.1802384020376491,0.005454255295681218,-0.3249901451839372,-0.03548665889136099
1,2021-07-24,-0.18580175234481774,0.005454352380303301,-0.33055478376099623,-0.04104872092863923
1,2021-07-25,-0.19122844071302034,0.0054543787895301446,-0.33598182256594633,-0.04647505886009434
1,2021-07-26,-0.1965285141131704,0.005454345049751185,-0.3412814482565727,-0.05177557996976814
1,2021-07-27,-0.20171233625973709,0.0054542617015219666,-0.34646416440904504,-0.05696050811042913
1,2021-07-28,-0.2067904469099408,0.005454139868348203,-0.3515406583717775,-0.06204023544810408
1,2021-07-29,-0.211773468988057,0.005453990949663335,-0.3565217043217793,-0.06702523365433466
1,2021-07-30,-0.21667200767063374,0.00545382662175759,-0.36141806236693264,-0.07192595297433482
1,2021-07-31,-0.22149655812951863,0.00545365860746892,-0.3662403832359894,-0.07675273302304786
1,2021-08-01,-0.22625739970405875,0.00545349869359759,-0.3709991026832779,-0.0815156967248396
1,2021-08-02,-0.23096450463175247,0.005453358581158322,-0.37570434823184007,-0.0862246610316649
1,2021-08-03,-0.2356274392906407,0.005453249854827559,-0.3803658400082994,-0.09088903857298197
1,2021-08-04,-0.24025526334396577,0.0054531841252184665,-0.3849927917719421,-0.09551773491598942
1,2021-08-05,-0.2448564476203522,0.0054531728593942615,-0.3895938265404121,-0.10011906870029233
1,2021-08-06,-0.24943878744404113,0.005453227446840456,-0.39417689078860724,-0.10470068409947503
1,2021-08-07,-0.25400931496764323,0.005453359334491315,-0.3987491685649916,-0.10926946137029486
1,2021-08-08,-0.2585742362314017,0.005453579810371659,-0.40331701566969963,-0.11383145679310375
1,2021-08-09,-0.2631388340838643,0.0054539006702445094,-0.40788587141040616,-0.11839179675732242
1,2021-08-10,-0.2677074427376249,0.005454333445455586,-0.4124602228976695,-0.12295466257758039
1,2021-08-11,-0.27228335264482006,0.005454890352581307,-0.4170435225068244,-0.12752318278281574
1,2021-08-12,-0.276868791073145,0.005455583704529358,-0.42163816062112636,-0.13209942152516366
1,2021-08-13,-0.28146487311198976,0.005456426154353006,-0.42624541985278125,-0.13668432637119826
1,2021-08-14,-0.28607156237487913,0.0054574309182933095,-0.43086543868087346,-0.14127768606888483
1,2021-08-15,-0.2906876611047292,0.005458611473317729,-0.435497197516864,-0.14587812469259445
1,2021-08-16,-0.2953107956202308,0.005459981579519039,-0.4401385044189284,-0.15048308682153327
1,2021-08-17,-0.2999374095544885,0.005461555256825269,-0.4447859879894181,-0.1550888311195589
1,2021-08-18,-0.3045627819444349,0.005463346385479202,-0.44943511013190107,-0.15969045375696875
1,2021-08-19,-0.30918103267189395,0.005465368884717673,-0.45408017382715204,-0.16428189151663583
1,2021-08-20,-0.31378517459727545,0.00546763570958667,-0.45871436193353343,-0.1688559872610175
1,2021-08-21,-0.3183671408222654,0.005470158926060734,-0.46332976542031457,-0.1734045162242163
1,2021-08-22,-0.3229178281298193,0.005472949527475038,-0.4679174243525264,-0.17791823190711215
1,2021-08-23,-0.32742717976009644,0.005476016315167068,-0.47246739582566155,-0.18238696369453136
1,2021-08-24,-0.331884253523025,0.00547936550541813,-0.4769688168838949,-0.186799690162155
1,2021-08-25,-0.33627730564617714,0.005483000156788333,-0.4814099808172704,-0.1911446304750839
1,2021-08-26,-0.34059388520213557,0.005486919526785404,-0.4857784231326563,-0.19540934727161485
1,2021-08-27,-0.3448209431290907,0.005491118245070858,-0.4900610197273361,-0.19958086653084522
1,2021-08-28,-0.3489449419038591,0.005495585816525133,-0.49424409012146897,-0.20364579368624927
1,2021-08-29,-0.3529519853838858,0.005500305910728528,-0.4983135180761862,-0.2075904526915854
1,2021-08-30,-0.35682794201950174,0.005505255821186163,-0.5022548678711773,-0.2114010161678261
1,2021-08-31,-0.360558584225932,0.0055104061136391,-0.5060535192792044,-0.21506364917265958
1,2021-09-01,-0.3641297356211117,0.005515720031877208,-0.509694807236728,-0.21856466400549548
1,2021-09-02,-0.3675274135255006,0.005521153714114544,-0.5131641674997033,-0.22189065955129794
1,2021-09-03,-0.37073798964905413,0.005526655801831289,-0.5164472924691386,-0.22502868682896965
1,2021-09-04,-0.3737483300081131,0.00553216811165346,-0.5195302802548015,-0.22796637976142467
1,2021-09-05,-0.3765459509411603,0.005537625981500858,-0.5223997954929365,-0.2306921063893841
1,2021-09-06,-0.37911918330505384,0.005542958985178836,-0.5250432431357172,-0.2331951234743905
1,2021-09-07,-0.3814573192868227,0.005548091681714126,-0.5274489252252224,-0.23546571334842298
1,2021-09-08,-0.38355075956477497,0.005552945011063605,-0.5296062064145995,-0.23749531271495036
1,2021-09-09,-0.3853911458767892,0.0055574381748993065,-0.5315056711393146,-0.2392766206142638
1,2021-09-10,-0.38697147898877243,0.005561491037462672,-0.5331392728748285,-0.24080368510271627
1,2021-09-11,-0.3882862963797881,0.005565023992591752,-0.5345005096763773,-0.24207208308319894
1,2021-09-12,-0.38933177407287095,0.005567960471764477,-0.5355845584851016,-0.24307898966064032
1,2021-09-13,-0.3901057828741017,0.005570231175095561,-0.5363883863587509,-0.2438231793894525
1,2021-09-14,-0.3906079997614412,0.005571775358215825,-0.5369108781204193,-0.24430512140246324
1,2021-09-15,-0.39084003165332887,0.005572540982528175,-0.5371529614937235,-0.24452710181293427
1,2021-09-16,-0.3908054506854684,0.0055724876803165705,-0.5371176807713506,-0.2444932205995862
1,2021-09-17,-0.39050980660070855,0.005571589908409762,-0.5368102501822197,-0.24420936301919735
1,2021-09-18,-0.38996065738927754,0.005569838161768407,-0.5362381002239454,-0.24368321455460973
1,2021-09-19,-0.3891676395098479,0.005567237312660024,-0.5354109260576917,-0.24292435296200413
1,2021-09-20,-0.3881423616241326,0.005563811140413989,-0.5343406409471615,-0.24194408230110373
1,2021-09-21,-0.38689844918132904,0.005559599145779735,-0.5330413794873394,-0.2407555188753186
1,2021-09-22,-0.3854514446059327,0.005554657936970692,-0.5315294166984649,-0.23937347251340055
1,2021-09-23,-0.38381873792321136,0.005549059855253154,-0.5298230814885332,-0.2378143943578896
1,2021-09-24,-0.3820194719862077,0.0055428912932376,-0.5279426407843858,-0.23609630318802965
1,2021-09-25,-0.38007444440149823,0.005536249678622133,-0.5259101628157289,-0.23423872598726755
1,2021-09-26,-0.3780058880180435,0.005529243711609793,-0.5237493017372239,-0.23226247429886313
1,2021-09-27,-0.37583739244536346,0.00552198723047557,-0.5214851392339593,-0.23018964565676756
1,2021-09-28,-0.37359367750400163,0.005514597466954228,-0.5191439355905174,-0.2280434194174858
1,2021-09-29,-0.3713003875054703,0.005507191621141594,-0.5167528791712288,-0.2258478958397118
1,2021-09-30,-0.36898388082931044,0.005499882997118561,-0.5143398250549618,-0.2236279366036591
1,2021-10-01,-0.3666709830444418,0.005492777951865738,-0.5119330076065669,-0.22140895848231673
1,2021-10-02,-0.364388732779686,0.005485972714442454,-0.5095607437866364,-0.21921672177273557
1,2021-10-03,-0.36216413884108956,0.005479550553913484,-0.5072511520707857,-0.21707712561139336
1,2021-10-04,-0.36002386880893056,0.005473580431545756,-0.5050318223350257,-0.2150159152828354
1,2021-10-05,-0.3579939881249189,0.005468115371411756,-0.5029295324569267,-0.21305844379291108
1,2021-10-06,-0.35609971104545013,0.005463191039898915,-0.5009699795579219,-0.21122944253297835
1,2021-10-07,-0.35436501597062714,0.005458828746124801,-0.49917743433007944,-0.20955259761117484
1,2021-10-08,-0.3528124712855554,0.005455033938875824,-0.4975745463590544,-0.20805039621205634
1,2021-10-09,-0.35146290046258094,0.005451799863559372,-0.49618205730040144,-0.20674374362476047
1,2021-10-10,-0.35033515419404493,0.005449109414991021,-0.4950185973678563,-0.20565171102023355
1,2021-10-11,-0.3494458217913562,0.005446939718798634,-0.4941004574714367,-0.20479118611127564
1,2021-10-12,-0.34880903019282833,0.005445264971258608,-0.49344142598846974,-0.20417663439718692
1,2021-10-13,-0.3484362694780938,0.005444059746208607,-0.49305265831779266,-0.20381988063839493
1,2021-10-14,-0.3483361192989409,0.005443304913555209,-0.4929424820770486,-0.20372975652083325
1,2021-10-15,-0.3485141981548182,0.005442988805597281,-0.4931163620237677,-0.20391203428586874
1,2021-10-16,-0.3489730003281447,0.005443111041993455,-0.49357678789583626,-0.2043692127604532
1,2021-10-17,-0.3497118276686968,0.005443684185048838,-0.4943232282057347,-0.20510042713165885
1,2021-10-18,-0.35072674184164443,0.005444734698439956,-0.4953520951429482,-0.20610138854034069
1,2021-10-19,-0.3520105833548118,0.005446302218896714,-0.49665675372967383,-0.20736441297994973
1,2021-10-20,-0.35355298222491977,0.005448438360507543,-0.4982275162857757,-0.2088784481640638
1,2021-10-21,-0.3553405024927935,0.005451202723960411,-0.5000517335163955,-0.21062927146919144
1,2021-10-22,-0.35735668520043284,0.005454660359472052,-0.5021138032877581,-0.21259956711310757
1,2021-10-23,-0.3595823045291083,0.00545887496226925,-0.5043953359007827,-0.21476927315743388
1,2021-10-24,-0.3619955143393483,0.005463904354704132,-0.5068752402123337,-0.2171157884663629
1,2021-10-25,-0.3645721732424505,0.005469792430157349,-0.509529941574101,-0.21961440491079995
1,2021-10-26,-0.3672860321761256,0.005476565326627276,-0.5123335187409446,-0.22223854561130663
1,2021-10-27,-0.3701091232712507,0.005484223770916753,-0.5152579918109461,-0.2249602547315552
1,2021-10-28,-0.373012095810712,0.005492738255750028,-0.5182735954700826,-0.22775059615134144
1,2021-10-29,-0.3759645911402044,0.005502044853580824,-0.5213491003202271,-0.23058008196018173
1,2021-10-30,-0.37893560194884585,0.005512043786149587,-0.5244521556768401,-0.23341904822085155
1,2021-10-31,-0.38189389012793684,0.005522598374417221,-0.5275496964494193,-0.23623808380645442
1,2021-11-01,-0.38480841830034335,0.005533535390532251,-0.5306083824850738,-0.23900845411561286
1,2021-11-02,-0.38764869005463176,0.0055446511451536186,-0.5335950221059106,-0.24170235800335294
1,2021-11-03,-0.39038524346316184,0.0055557129961436875,-0.5364770880198844,-0.24429339890643928
1,2021-11-04,-0.39298993429360674,0.005566471010092264,-0.5392231556640273,-0.24675671292318613
1,2021-11-05,-0.39543638527167385,0.005576663059965563,-0.5418034198496953,-0.2490693506936525
1,2021-11-06,-0.39770028965035914,0.0055860262868478285,-0.5441901479462652,-0.25121043135445315
1,2021-11-07,-0.39975971253994924,0.005594307966982783,-0.5463581214193128,-0.25316130366058565
1,2021-11-08,-0.4015954053178329,0.0056012741788273,-0.5482850603224819,-0.25490575031318385
1,2021-11-09,-0.4031910025514381,0.0056067214349518535,-0.5499519682899854,-0.25643003681289084
1,2021-11-10,-0.40453320249123337,0.005610486216386121,-0.5513434332276126,-0.2577229717548541
1,2021-11-11,-0.4056119466494395,0.00561245050004048,-0.5524478749536372,-0.2587760183452417
1,2021-11-12,-0.40642042941522777,0.005612551274433318,-0.553257675970259,-0.25958318286019655
1,2021-11-13,-0.4069552412137765,0.005610778700426107,-0.5537692986318485,-0.26014118379570456
1,2021-11-14,-0.40721630225142386,0.00560717943048125,-0.5539832620895863,-0.26044934241326145
1,2021-11-15,-0.40720675981195964,0.005601856799355499,-0.5539040436327723,-0.26050947599114693
1,2021-11-16,-0.40693289102561253,0.005594965603309267,-0.5535399163063708,-0.2603258657448543
1,2021-11-17,-0.40640401382267616,0.005586702070026192,-0.5529027328348662,-0.2599052948104861
1,2021-11-18,-0.4056321186325821,0.005577303070454896,-0.552007551938378,-0.25925668532678614
1,2021-11-19,-0.40463182797705183,0.005567026392296799,-0.5508723442119428,-0.25839131174216096
1,2021-11-20,-0.4034198555099318,0.005556151589581137,-0.5495174665326138,-0.25732224448724983
1,2021-11-21,-0.4020148988762483,0.005544959015801387,-0.5479652827575612,-0.25606451499493543
1,2021-11-22,-0.400437226371648,0.0055337221508077765,-0.5462396509555456,-0.25463480178775044
1,2021-11-23,-0.39870826801951453,0.005522698964508894,-0.5443654008419663,-0.25305113519706274
