stats,fit,fit_clim,fore,fore_clim,change,type,roi
corr,0.9707602132873602,0.9681040142157831,0.9384737969466823,0.5535727163698273,-0.03228641634067786,GR,nationalelkrefuge_GR_1000
R2,0.942375391701721,0.9372253823407133,0.8807330675555227,0.3064427523090692,-0.0616423241461983,GR,nationalelkrefuge_GR_1000
RMSE,0.006659752956481383,0.006922428389027223,0.010845201634941503,0.03214120741688122,0.004185448678460119,GR,nationalelkrefuge_GR_1000
nRMSE,0.061444771063434246,0.06386828916121293,0.10006090855776119,0.29654390250476287,0.03861613749432694,GR,nationalelkrefuge_GR_1000
corr,0.8982412605464997,0.926989393389656,0.8949897559544933,0.8634711376059203,-0.0032515045920064045,EN,niwot3_EN_1000
R2,0.8068373621481646,0.8593093354569226,0.8010066632634834,0.7455824054784622,-0.00583069888468124,EN,niwot3_EN_1000
RMSE,0.007275792046542494,0.006205294230446593,0.007119861530788626,0.008404782358854262,-1.5593051575386874e-4,EN,niwot3_EN_1000
nRMSE,0.13139839714192186,0.11206556076079238,0.12858234361750756,0.15178758865228392,-0.0028160535244143026,EN,niwot3_EN_1000
corr,0.9335102077441161,0.9486462657177392,0.8376961940760622,0.8406238499163687,-0.09581401366805387,DB,northattleboroma_DB_1000
R2,0.8714413079624628,0.8999297374602117,0.7017349135695198,0.7066484570482175,-0.169706394392943,DB,northattleboroma_DB_1000
RMSE,0.013732844055160055,0.012114804507666315,0.023292295900396838,0.0235204031306888,0.009559451845236783,DB,northattleboroma_DB_1000
nRMSE,0.11226431057305933,0.09903703634277518,0.19041165329036214,0.19227640183353334,0.07814734271730281,DB,northattleboroma_DB_1000
corr,0.9801094620194395,0.9800156067546263,0.9706906755053327,0.9480057251711376,-0.00941878651410677,GR,oakville_GR_1000
R2,0.9606145575400351,0.9604305894826384,0.9422403875129992,0.8987148549572544,-0.018374170027035897,GR,oakville_GR_1000
RMSE,0.007446374939737874,0.0074591632013628235,0.009538923577090226,0.013164769415216864,0.002092548637352352,GR,oakville_GR_1000
nRMSE,0.07236515976421647,0.07248943830284571,0.09270090939835011,0.12793750646469257,0.02033574963413365,GR,oakville_GR_1000
corr,0.8576516397256846,0.8798208157551465,0.8849929129606956,0.8802588501077923,0.02734127323501101,EN,oregonYP_EN_2000
R2,0.7355663351241554,0.7740846678360515,0.7832124559906575,0.7748556431930926,0.047646120866502106,EN,oregonYP_EN_2000
RMSE,0.007029906951827447,0.0064591976366126765,0.007565923073921604,0.007214099433584789,5.360161220941562e-4,EN,oregonYP_EN_2000
nRMSE,0.1487433234274354,0.13666788617943973,0.16008469963018088,0.15264058722831858,0.011341376202745473,EN,oregonYP_EN_2000
corr,0.8823538794084949,0.8971747885730911,0.9349666823659719,0.9200369772976317,0.052612802957477056,DB,proctor_DB_1000
R2,0.7785483685072208,0.8049226012511707,0.8741626971344321,0.8464680395949628,0.09561432862721131,DB,proctor_DB_1000
RMSE,0.008204959095295743,0.007692581449094539,0.006902903677066577,0.007239755988420573,-0.0013020554182291665,DB,proctor_DB_1000
nRMSE,0.14736579579355655,0.13816319786438938,0.12398012980228239,0.13003019152118134,-0.02338566599127416,DB,proctor_DB_1000
corr,0.9829645819173599,0.9838882830577478,0.9367419139938816,0.9571705835198884,-0.04622266792347829,DB,queens_DB_2000
R2,0.9662193693039702,0.9680361535383228,0.8774854134329207,0.9161755259558035,-0.08873395587104949,DB,queens_DB_2000
RMSE,0.007276755339981316,0.00707815610447145,0.014812883350944663,0.012566903587493714,0.007536128010963347,DB,queens_DB_2000
nRMSE,0.06673886488737439,0.06491740917996527,0.13585656990821296,0.1152575346281406,0.06911770502083857,DB,queens_DB_2000
corr,0.9058401442798535,0.9590238370637072,0.8727506755313506,0.9268757039407831,-0.03308946874850294,AG,rosemountnprs_AG_1000
R2,0.8205463669889459,0.9197267200563961,0.7616937416404287,0.8590985705557223,-0.05885262534851721,AG,rosemountnprs_AG_1000
RMSE,0.019435956553713628,0.011116811671162036,0.0200554032165393,0.014480632154323554,6.19446662825672e-4,AG,rosemountnprs_AG_1000
nRMSE,0.1513691992563424,0.08657885585908234,0.1561935126403945,0.11277663066739005,0.004824313384052092,AG,rosemountnprs_AG_1000
corr,0.9851492300163186,0.9776653932587076,0.9684676173908933,0.978319072056761,-0.016681612625425335,DB,russellsage_DB_1000
R2,0.9705190054017455,0.9558296211757034,0.9379295259347935,0.957108206750002,-0.03258947946695201,DB,russellsage_DB_1000
RMSE,0.005418224984360923,0.0066045173519574995,0.0075626944874580375,0.007827912340825544,0.0021444695030971147,DB,russellsage_DB_1000
nRMSE,0.058063193711270576,0.07077582999654403,0.0810439205222903,0.0838860682072265,0.022980726811019724,DB,russellsage_DB_1000
corr,0.9719848529822476,0.9726681529459904,0.970369920651889,0.9583340337530668,-0.0016149323303585872,DB,sanford_DB_1000
R2,0.9447545544269215,0.9460833357553645,0.9416177829059532,0.9184041202494241,-0.003136771520968251,DB,sanford_DB_1000
RMSE,0.007598981341403519,0.007503058011070617,0.007630643667734859,0.009220153474692381,3.166232633134043e-5,DB,sanford_DB_1000
nRMSE,0.08235592653520664,0.08131633262241915,0.08269907518949667,0.09992579901043003,3.431486542900264e-4,DB,sanford_DB_1000
corr,0.645635375284926,0.7484267108241006,0.452766456279733,0.5953965413245462,-0.19286891900519298,GR,sevilletagrass_GR_1000
R2,0.4168450378193067,0.5601425414749825,0.2049974639321074,0.354497041421232,-0.2118475738871993,GR,sevilletagrass_GR_1000
RMSE,0.0038722390451807133,0.0033623017724485026,0.0038652774408994557,0.004784779349084195,-6.961604281257618e-6,GR,sevilletagrass_GR_1000
nRMSE,0.16223898796190245,0.14087364711211886,0.16194731081594005,0.20047258192454956,-2.91677145962399e-4,GR,sevilletagrass_GR_1000
corr,0.6672583480290557,0.7584917360428631,0.42968490119648456,0.6343078438779499,-0.23757344683257114,SH,sevilletashrub_SH_1000
R2,0.445233703014464,0.5753097136453165,0.1846291143162327,0.40234644080509396,-0.26060458869823133,SH,sevilletashrub_SH_1000
RMSE,0.0030327862337898195,0.00261774929820509,0.0040294335953041825,0.005274715318850695,9.96647361514363e-4,SH,sevilletashrub_SH_1000
nRMSE,0.13871616679998788,0.11973285299326968,0.18430167497074784,0.24125943392911492,0.04558550817075996,SH,sevilletashrub_SH_1000
corr,0.7741451200055899,0.8065728384774377,0.7854232194377911,0.7757489197427501,0.01127809943220126,DB,shenandoah_DB_1000
R2,0.599300666828469,0.6505597437695508,0.6168896336320245,0.6017863864820436,0.017588966803555484,DB,shenandoah_DB_1000
RMSE,0.011707733985945667,0.01050736570793034,0.01198046701513682,0.011615775811643999,2.7273302919115366e-4,DB,shenandoah_DB_1000
nRMSE,0.17446757696382084,0.1565797990914359,0.178531819525029,0.17309722469311772,0.004064242561208159,DB,shenandoah_DB_1000
corr,0.5940590811876811,0.7132800807762568,0.739939434781342,0.6271389342480113,0.14588035359366092,AG,silverton_AG_1000
R2,0.35290619194155176,0.5087684736321835,0.547510367144532,0.3933032428497314,0.1946041752029803,AG,silverton_AG_1000
RMSE,0.024858796681041986,0.021573960212923883,0.0262238018950756,0.02867538763389878,0.0013650052140336127,AG,silverton_AG_1000
nRMSE,0.2377245492223323,0.20631167438885414,0.2507780873060861,0.27422258955289436,0.013053538083753785,AG,silverton_AG_1000
corr,0.39545016583340303,0.5773462058949103,0.4310586524398443,0.5278627847598452,0.03560848660644128,AG,southerngreatplains_AG_1000
R2,0.15638083365766597,0.3333286414612481,0.18581156184325448,0.2786391195344186,0.029430728185588506,AG,southerngreatplains_AG_1000
RMSE,0.029219960431197733,0.02556222766668206,0.029805578635608586,0.02615174471155139,5.856182044108524e-4,AG,southerngreatplains_AG_1000
nRMSE,0.2862456938792883,0.2504136722833275,0.29198254933002155,0.25618872170406937,0.005736855450733269,AG,southerngreatplains_AG_1000
corr,0.9407726193206757,0.9480239901981039,0.9405383651297109,0.9258696578108274,-2.3425419096478883e-4,SH,spruceA0EMT_SH_1000
R2,0.8850531212634851,0.8987494859911345,0.8846124162808692,0.8572346232547388,-4.4070498261594704e-4,SH,spruceA0EMT_SH_1000
RMSE,0.011382456422545413,0.010650656239616097,0.011275809727125913,0.012517813166612064,-1.0664669541949993e-4,SH,spruceA0EMT_SH_1000
nRMSE,0.10034453081684602,0.09389318646007994,0.09940436357896928,0.11035351618554494,-9.401672378767378e-4,SH,spruceA0EMT_SH_1000
corr,0.9753903340779816,0.9792850266433174,0.9635728876764509,0.9432840599771923,-0.011817446401530707,DN,spruceT0P06_DN_1000
R2,0.9513863038127566,0.958999163407803,0.9284727098651342,0.8897848178070553,-0.02291359394762238,DN,spruceT0P06_DN_1000
RMSE,0.005059488644892063,0.0046213043960821164,0.0070430759676876255,0.008877380286023648,0.001983587322795562,DN,spruceT0P06_DN_1000
nRMSE,0.06820096575981757,0.06229432359752133,0.0949393538813457,0.11966543487259762,0.026738388121528123,DN,spruceT0P06_DN_1000
corr,0.8958239194266141,0.9281237486711714,0.9131834491962819,0.9143374277383327,0.017359529769667814,EN,spruceT0P06_EN_1000
R2,0.8025004946168609,0.8614136928474277,0.8339040118860183,0.8360129317631506,0.031403517269157355,EN,spruceT0P06_EN_1000
RMSE,0.00763102186539439,0.006383794708616245,0.012251388611720038,0.012395218176063488,0.004620366746325648,EN,spruceT0P06_EN_1000
nRMSE,0.13820246513289813,0.11561441982416847,0.22188012789206135,0.22448496911803106,0.08367766275916322,EN,spruceT0P06_EN_1000
corr,0.9441508098760515,0.9554172873342061,0.9077608880014052,0.8849450512968187,-0.03638992187464629,SH,spruceT0P06_SH_1000
R2,0.8914207517896041,0.912822192937053,0.8240298297850996,0.7831277438147289,-0.06739092200450447,SH,spruceT0P06_SH_1000
RMSE,0.007533139782293577,0.00674255681144026,0.011349505161088475,0.013606006090512747,0.0038163653787948986,SH,spruceT0P06_SH_1000
nRMSE,0.08197083013695365,0.07336820967777845,0.12349808799310637,0.1480518942060848,0.041527257856152716,SH,spruceT0P06_SH_1000
corr,0.9304265056335757,0.9410213181143418,0.9636135844089116,0.9415767348731258,0.033187078775336,EN,spruceT0P19E_EN_1000
R2,0.8656934823855061,0.8855211211456532,0.9285511400573907,0.8865667476543365,0.06285765767188456,EN,spruceT0P19E_EN_1000
RMSE,0.0060676622674362985,0.005582463274647187,0.006603411149767513,0.007671065017246024,5.357488823312141e-4,EN,spruceT0P19E_EN_1000
nRMSE,0.1137352577824568,0.10464044826795586,0.12377759938832034,0.14379023069309663,0.010042341605863536,EN,spruceT0P19E_EN_1000
corr,0.9458722765733979,0.9523805263254725,0.8908432873691278,0.8894948813737179,-0.05502898920427013,SH,spruceT0P19E_SH_1000
R2,0.8946743635901424,0.9070286669239841,0.7936017626506344,0.7912011439900446,-0.10107260093950798,SH,spruceT0P19E_SH_1000
RMSE,0.009774852798357535,0.009177883721929125,0.013615481498644914,0.014213444369452244,0.003840628700287379,SH,spruceT0P19E_SH_1000
nRMSE,0.09717326227093137,0.09123870409107204,0.13535352213540744,0.14129795977266815,0.03818025986447607,SH,spruceT0P19E_SH_1000
corr,0.9590867980852927,0.9687561450497436,0.9685052871662416,0.9679952109349069,0.009418489080948889,DN,spruceT2P11E_DN_1000
R2,0.919847486261499,0.9384884685716399,0.9380024912689642,0.937014728392915,0.01815500500746514,DN,spruceT2P11E_DN_1000
RMSE,0.007619843064129993,0.005764746782427039,0.009381994647594764,0.008180803820267557,0.0017621515834647704,DN,spruceT2P11E_DN_1000
nRMSE,0.10590617053927089,0.08012268109948777,0.13039784635776416,0.11370281477529313,0.024491675818493278,DN,spruceT2P11E_DN_1000
corr,0.9225089291084511,0.9359383055562627,0.8207907782406274,0.849638935033993,-0.10171815086782365,SH,spruceT2P11E_SH_1000
R2,0.8510227242848212,0.8759805118075281,0.6736975016448549,0.7218863199256976,-0.1773252226399663,SH,spruceT2P11E_SH_1000
RMSE,0.013302430677212545,0.011942054178731495,0.020521972596906354,0.018395407279248648,0.007219541919693808,SH,spruceT2P11E_SH_1000
nRMSE,0.12058204813528592,0.1082506939337599,0.18602476100478474,0.16674816353783492,0.06544271286949882,SH,spruceT2P11E_SH_1000
corr,0.969185373369357,0.9736833087146879,0.9592977890930503,0.9529646871890349,-0.009887584276306649,DN,spruceT2P20_DN_1000
R2,0.9393202879530999,0.9480591856695822,0.9202522481588143,0.9081416950292951,-0.019068039794285507,DN,spruceT2P20_DN_1000
RMSE,0.005800498548446619,0.005348362355978511,0.006836162784472193,0.008688856056924389,0.0010356642360255736,DN,spruceT2P20_DN_1000
nRMSE,0.08215770868313384,0.07575369473922137,0.0968267582288347,0.12306812918790377,0.014669049545700863,DN,spruceT2P20_DN_1000
corr,0.886887443115903,0.9097968788263298,0.9156278678777413,0.8835934027027049,0.028740424761838357,EN,spruceT2P20_EN_1000
R2,0.7865693367566641,0.8277303607221314,0.8383743924343386,0.7807373012997445,0.05180505567767457,EN,spruceT2P20_EN_1000
RMSE,0.006631961419539801,0.005947865680152626,0.0071743935680093004,0.008011829166784555,5.424321484694995e-4,EN,spruceT2P20_EN_1000
nRMSE,0.13673160533857978,0.12262755636505879,0.14791496630159276,0.16518043371683608,0.011183360963012978,EN,spruceT2P20_EN_1000
corr,0.9394790723031399,0.941724111457599,0.935479320818702,0.9257722964892363,-0.0039997514844378745,SH,spruceT2P20_SH_1000
R2,0.8826209272955684,0.8868443021006044,0.8751215596794201,0.8570543449469544,-0.007499367616148334,SH,spruceT2P20_SH_1000
RMSE,0.009449342503108357,0.009190407119021202,0.009385283998270879,0.01018583618540723,-6.40585048374779e-5,SH,spruceT2P20_SH_1000
nRMSE,0.11129050023093928,0.10824086493482524,0.11053604529980901,0.1199646222974223,-7.544549311302717e-4,SH,spruceT2P20_SH_1000
corr,0.9655856914252786,0.9756328682056303,0.9605602762526955,0.9724401700238372,-0.0050254151725831475,DN,spruceT4P04E_DN_1000
R2,0.9323557274852335,0.9518594935231449,0.9226760443146547,0.9456398842759896,-0.009679683170578879,DN,spruceT4P04E_DN_1000
RMSE,0.007080185798510612,0.005904028397488093,0.009349452949102692,0.007790658422166088,0.0022692671505920798,DN,spruceT4P04E_DN_1000
nRMSE,0.09116432064419308,0.07602014314853847,0.1203833558547421,0.1003123509240586,0.029219035210549013,DN,spruceT4P04E_DN_1000
corr,0.9043886812177133,0.9157608056868269,0.9264140372342894,0.9126080576463014,0.02202535601657607,SH,spruceT4P04E_SH_1000
R2,0.8179188867147147,0.8386178532321865,0.8582429683847353,0.832853466880955,0.04032408167002066,SH,spruceT4P04E_SH_1000
RMSE,0.016403276466638222,0.014687751194726902,0.019345808140585577,0.018517390155923696,0.0029425316739473545,SH,spruceT4P04E_SH_1000
nRMSE,0.1349197755073963,0.12080928453113973,0.1591226055749032,0.1523087249002591,0.024202830067506897,SH,spruceT4P04E_SH_1000
corr,0.9570256137917055,0.9601091893529644,0.9538068575660016,0.9282598475238492,-0.0032187562257038893,DN,spruceT4P13_DN_1000
R2,0.9158980254533907,0.9218096554800065,0.9097475215399308,0.8616663445249998,-0.006150503913459948,DN,spruceT4P13_DN_1000
RMSE,0.008291657248737589,0.007992374441095932,0.009818035437617475,0.011887525147872901,0.0015263781888798858,DN,spruceT4P13_DN_1000
nRMSE,0.09856499797902006,0.09500734859175837,0.1167094362485918,0.14130997664598763,0.01814443826957174,DN,spruceT4P13_DN_1000
corr,0.898407040623608,0.92488663566334,0.9207008161186506,0.905383283534539,0.022293775495042634,EN,spruceT4P13_EN_1000
R2,0.8071352106420693,0.8554152888286517,0.8476899928015491,0.8197188901037835,0.04055478215947983,EN,spruceT4P13_EN_1000
RMSE,0.006274702815630321,0.005420412756083565,0.006033869965186388,0.006203414632002215,-2.40832850443933e-4,EN,spruceT4P13_EN_1000
nRMSE,0.1319198733431513,0.11395920815069147,0.12685658348529652,0.13042110464742013,-0.005063289857854786,EN,spruceT4P13_EN_1000
corr,0.9557449418999742,0.9573087680744791,0.900445776254011,0.8874387899478122,-0.055299165645963155,SH,spruceT4P13_SH_1000
R2,0.913448393967385,0.9164400774322766,0.8108025959736883,0.787547605904037,-0.10264579799369666,SH,spruceT4P13_SH_1000
RMSE,0.008852992238654137,0.008701429980456888,0.0135125460826937,0.01507347335401478,0.0046595538440395625,SH,spruceT4P13_SH_1000
nRMSE,0.0953133753071514,0.09368162075360285,0.14547921667790348,0.16228452304528052,0.050165841370752084,SH,spruceT4P13_SH_1000
corr,0.9081443834493607,0.9245462686744104,0.9250273561720161,0.8937659899199959,0.016882972722655487,EN,spruceT6P08_EN_1000
R2,0.8247262211906194,0.8547858029197749,0.8556756096665901,0.7988176447376701,0.03094938847597062,EN,spruceT6P08_EN_1000
RMSE,0.005606373287316619,0.005077576866562446,0.0059644948342775835,0.006724674002699223,3.581215469609647e-4,EN,spruceT6P08_EN_1000
nRMSE,0.11953505297947017,0.10826043658651531,0.12717066264997037,0.14337865532444005,0.0076356096705001986,EN,spruceT6P08_EN_1000
corr,0.9280749884104791,0.9419834503380682,0.9713123474405391,0.9414854277473498,0.043237359030059985,DN,spruceT6P16E_DN_1000
R2,0.8613231841131109,0.8873328207108117,0.9434476762904505,0.8863948106606103,0.08212449217733953,DN,spruceT6P16E_DN_1000
RMSE,0.011195524191404849,0.00912068192515839,0.008321299817630676,0.00935901709331246,-0.002874224373774173,DN,spruceT6P16E_DN_1000
nRMSE,0.14361982221743821,0.11700307142373101,0.10674833799596778,0.12006051240579149,-0.036871484221470435,DN,spruceT6P16E_DN_1000
corr,0.8486566861491932,0.8902701127511372,0.9141426349753862,0.9120690723267894,0.06548594882619296,EN,spruceT6P16E_EN_1000
R2,0.72021817094573,0.7925808736579225,0.8356567570797421,0.8318699926950501,0.11543858613401203,EN,spruceT6P16E_EN_1000
RMSE,0.012137357948222526,0.007834871652726108,0.01448808016621388,0.0183811471103843,0.0023507222179913537,EN,spruceT6P16E_EN_1000
nRMSE,0.195249732731518,0.1260370339827167,0.23306503707920503,0.2956915397824971,0.03781530434768704,EN,spruceT6P16E_EN_1000
corr,0.9218135805363754,0.9357065306080887,0.9014118622613713,0.9051351651614479,-0.020401718275004144,SH,spruceT6P16E_SH_1000
R2,0.8497402772612926,0.8755467114226262,0.8125433454255133,0.8192696672118416,-0.03719693183577932,SH,spruceT6P16E_SH_1000
RMSE,0.013745752628446642,0.012041493179522524,0.01721487320980167,0.017503893432616838,0.0034691205813550292,SH,spruceT6P16E_SH_1000
nRMSE,0.1291614841570585,0.11314746980936939,0.16175895445347024,0.1644747228758523,0.032597470296411746,SH,spruceT6P16E_SH_1000
corr,0.9383283514203016,0.9387175086707372,0.9839606428955001,0.9534420968001004,0.04563229147519854,DN,spruceT9P10E_DN_1000
R2,0.8804600950791411,0.8811905610849957,0.9681785467673258,0.9090518319505719,0.0877184516881847,DN,spruceT9P10E_DN_1000
RMSE,0.009275716342163728,0.009166699102476908,0.006590785882015828,0.009149176490413349,-0.0026849304601479,DN,spruceT9P10E_DN_1000
nRMSE,0.11881890121389249,0.11742242592776511,0.08442581766730498,0.11719796698195568,-0.034393083546587516,DN,spruceT9P10E_DN_1000
corr,0.896453837417989,0.9120683732063765,0.9201949217885149,0.9136480192508241,0.02374108437052591,SH,spruceT9P10E_SH_1000
R2,0.8036294826214383,0.831868717403326,0.8467586940853711,0.8347527030809542,0.04312921146393278,SH,spruceT9P10E_SH_1000
RMSE,0.018128865643657868,0.015491967031749022,0.020111508197434427,0.018296202736933706,0.001982642553776559,SH,spruceT9P10E_SH_1000
nRMSE,0.15445549025355443,0.13198946971719613,0.17134733741379019,0.15588117971960033,0.016891847160235757,SH,spruceT9P10E_SH_1000
corr,0.917043510783662,0.9285439002352905,0.9607254079243209,0.948115969176604,0.043681897140658954,DN,spruceT9P17_DN_1000
R2,0.8409688006704243,0.8621937746641651,0.922993309431353,0.898923891007691,0.0820245087609287,DN,spruceT9P17_DN_1000
RMSE,0.010130069127959261,0.008748869988515623,0.008410116265159886,0.008137086141215185,-0.0017199528627993756,DN,spruceT9P17_DN_1000
nRMSE,0.1415135296482689,0.12221865980080157,0.11748638853315022,0.1136722530073542,-0.024027141115118694,DN,spruceT9P17_DN_1000
corr,0.619046027468321,0.7370635155261683,0.7640749716403088,0.870638250376084,0.14502894417198775,EN,spruceT9P17_EN_1000
R2,0.3832179841243096,0.5432626259197939,0.5838105622871392,0.7580109630179288,0.20059257816282966,EN,spruceT9P17_EN_1000
RMSE,0.011361081755476043,0.008867130061917559,0.012951829562815802,0.010891271477914514,0.0015907478073397593,EN,spruceT9P17_EN_1000
nRMSE,0.24751812103433618,0.19318366147968516,0.2821749360090586,0.23728260300467324,0.034656814974722394,EN,spruceT9P17_EN_1000
corr,0.8917033876058008,0.9056991618013456,0.8621574819700101,0.8959405031112473,-0.029545905635790737,SH,spruceT9P17_SH_1000
R2,0.795134931467661,0.82029097168766,0.7433155237168684,0.802709385115235,-0.051819407750792634,SH,spruceT9P17_SH_1000
RMSE,0.01636336432798416,0.01352875686816904,0.024699521708455907,0.01929181301763442,0.008336157380471748,SH,spruceT9P17_SH_1000
nRMSE,0.15297438792895227,0.1264748043168896,0.23090570739338792,0.18035125474566627,0.07793131946443566,SH,spruceT9P17_SH_1000
corr,0.9888987060457557,0.9875011180166674,0.9710224777081108,0.9742159199168452,-0.017876228337644906,GR,stjones_GR_1000
R2,0.97792065081897,0.975158458084168,0.9428846522143985,0.9490966586194248,-0.035035998604571406,GR,stjones_GR_1000
RMSE,0.004951953678857084,0.005234935930102098,0.008207327871937136,0.00800733859986625,0.003255374193080052,GR,stjones_GR_1000
nRMSE,0.048574757750327,0.05135059031931042,0.0805074096026008,0.07854567266532202,0.031932651852273806,GR,stjones_GR_1000
corr,0.9351778881144445,0.9470474144210537,0.9252868141925709,0.9208850460367382,-0.009891073921873605,DB,sweetbriar_DB_1000
R2,0.8745576824181925,0.896898805161603,0.8561556885186371,0.8480292680140854,-0.018401993899555436,DB,sweetbriar_DB_1000
RMSE,0.006989267218098728,0.006336179629818872,0.007221245353139422,0.00756134066784387,2.3197813504069378e-4,DB,sweetbriar_DB_1000
nRMSE,0.11558143587532306,0.1047813335398065,0.11941765576834022,0.12504180828410325,0.003836219893017162,DB,sweetbriar_DB_1000
corr,0.630215224125669,0.6981245564686039,0.7302500406343615,0.29335469433512,0.1000348165086925,EN,sweetbriar_EN_1000
R2,0.39717122871976734,0.487377896344485,0.5332651218464861,0.08605697668845172,0.13609389312671877,EN,sweetbriar_EN_1000
RMSE,0.008226188017771726,0.007516569169461801,0.007264572429695739,0.014049525425826537,-9.616155880759871e-4,EN,sweetbriar_EN_1000
nRMSE,0.14671282357359952,0.13405687835672908,0.12956255448003812,0.2505711686432412,-0.017150269093561404,EN,sweetbriar_EN_1000
corr,0.9821022456838208,0.9848047648845851,0.9488178361820845,0.9530870274840499,-0.03328440950173628,DB,sylvania_DB_1000
R2,0.9645248209772039,0.969840424939383,0.9002552862572528,0.9083748819583821,-0.06426953471995112,DB,sylvania_DB_1000
RMSE,0.006938799756047249,0.006389876804657794,0.01182645044318496,0.012181946279797025,0.004887650687137711,DB,sylvania_DB_1000
nRMSE,0.07008977139658074,0.06454502511049677,0.11946060372666278,0.12305151610295102,0.04937083233008205,DB,sylvania_DB_1000
corr,0.9344677425087279,0.9470068008051692,0.9208432679312453,0.8756535518836203,-0.013624474577482615,EN,sylvania_EN_1000
R2,0.8732299617893582,0.8968218807712414,0.8479523240942952,0.7667691429264,-0.02527763769506297,EN,sylvania_EN_1000
RMSE,0.007445921515878437,0.006706869697849571,0.007734362906436449,0.011511868776356501,2.8844139055801254e-4,EN,sylvania_EN_1000
nRMSE,0.10947912347964428,0.09861267195026736,0.113720144627423,0.1692616958909094,0.004241021147778717,EN,sylvania_EN_1000
corr,0.8752574067650657,0.8898852828235414,0.8859079841754786,0.8782442413319939,0.010650577410412865,DB,tonzi_DB_1000
R2,0.7660755280971077,0.7918958165859342,0.7848329564258599,0.7713129474328095,0.018757428328752268,DB,tonzi_DB_1000
RMSE,0.009933548609645381,0.00841575183245921,0.010825316125003882,0.00896575681742077,8.917675153585006e-4,DB,tonzi_DB_1000
nRMSE,0.1349117018830012,0.11429786544152121,0.14702317160130216,0.12176771448350898,0.01211146971830096,DB,tonzi_DB_1000
corr,0.7542799675356017,0.8421259884096431,0.7897667662878082,0.7897324208343243,0.035486798752206505,GR,tonzi_GR_1000
R2,0.5689382694255084,0.7091761803549185,0.6237315451327015,0.6236772965168422,0.054793275707193057,GR,tonzi_GR_1000
RMSE,0.013757244688962996,0.010894739275705513,0.014206444002284697,0.01285575390005887,4.49199313321701e-4,GR,tonzi_GR_1000
nRMSE,0.17188498752413542,0.1361204344926504,0.17749734814661491,0.16062163236056679,0.005612360622479495,GR,tonzi_GR_1000
corr,0.8574028482016905,0.8777122244413958,0.7787695138018018,0.7802380323831144,-0.07863333439988873,EN,turkeypointenf39_EN_1000
R2,0.7351396441043712,0.7703787489338634,0.6064819556270948,0.6087713871770739,-0.12865768847727632,EN,turkeypointenf39_EN_1000
RMSE,0.010338554122902355,0.009597088734515527,0.017463668343242037,0.018141151700576032,0.007125114220339682,EN,turkeypointenf39_EN_1000
nRMSE,0.14023892951672318,0.13018120663739668,0.2368886523954101,0.24607848103764224,0.09664972287868692,EN,turkeypointenf39_EN_1000
corr,0.982621202051376,0.9857205544406674,0.9678181578058422,0.9734385726794189,-0.014803044245533803,DB,umichbiological_DB_2000
R2,0.9655444267208912,0.9716450114468167,0.9366719865786942,0.9475826547801443,-0.02887244014219703,DB,umichbiological_DB_2000
RMSE,0.005983528877225927,0.005414722910709868,0.00807425742500842,0.007776439039477901,0.002090728547782493,DB,umichbiological_DB_2000
nRMSE,0.06355567935234731,0.057513952076794016,0.08576292125292746,0.08259956227123122,0.022207241900580155,DB,umichbiological_DB_2000
corr,0.9237228162043083,0.9399367588988455,0.9413903165750132,0.9198422336484574,0.01766750037070486,EN,umichbiological_EN_2000
R2,0.8532638411764183,0.8834811107292665,0.8862157281412035,0.8461097348033834,0.03295188696478524,EN,umichbiological_EN_2000
RMSE,0.013289129841221672,0.011750690315983818,0.012881778589656718,0.015263787619664668,-4.0735125156495487e-4,EN,umichbiological_EN_2000
nRMSE,0.11334254326294103,0.10022124408608989,0.10986825808359857,0.13018433330915094,-0.003474285179342465,EN,umichbiological_EN_2000
corr,0.9758609736835671,0.977117688524463,0.9788430474677255,0.9628214870339037,0.00298207378415849,DB,umichbiological2_DB_2000
R2,0.9523046399586396,0.9547589772273896,0.9581337115759041,0.9270252158941774,0.005829071617264536,DB,umichbiological2_DB_2000
RMSE,0.006796255485068656,0.006591869137113793,0.006372482520054743,0.008544397732467533,-4.237729650139136e-4,DB,umichbiological2_DB_2000
nRMSE,0.07854491066451691,0.07618280001749501,0.07364732996700153,0.09874834135550212,-0.004897580697515377,DB,umichbiological2_DB_2000
corr,0.8930252258165344,0.9111291082713078,0.8887430342789191,0.7831007691061674,-0.004282191537615332,EN,usmpj_EN_1000
R2,0.7974940539446724,0.8301562519392686,0.7898641809792999,0.6132468145746709,-0.007629872965372542,EN,usmpj_EN_1000
RMSE,0.00432253961185038,0.0039405564280240064,0.0052023204233675,0.008187172442522846,8.797808115171201e-4,EN,usmpj_EN_1000
nRMSE,0.11713723322494701,0.10678580621449017,0.1409785624803193,0.22186557301255644,0.0238413292553723,EN,usmpj_EN_1000
corr,0.9649259232635503,0.9687756211005105,0.9507793423737804,0.9516850079345289,-0.014146580889769944,DB,uwmfieldsta_DB_1000
R2,0.931082037386015,0.9385262040386798,0.9039813578847182,0.9057043543273444,-0.027100679501296798,DB,uwmfieldsta_DB_1000
RMSE,0.007726117397136159,0.007274962008246484,0.009548788140188622,0.011090722969774978,0.0018226707430524626,DB,uwmfieldsta_DB_1000
