date,pheno,env,env_sd,year,site,pheno_sd,pheno_mis,value,lower,upper,mismatch_actual,mismatch_model,mismatch_model_upper,mismatch_model_lower,pred_error
2009-02-06,0.32191,-1.315,0.01,2009,1,0.01,0,NA,NA,NA,0.32191,NA,NA,NA,NA
2009-02-07,0.33213,-0.43999999999999995,0.01,2009,1,0.01,0,NA,NA,NA,0.33213,NA,NA,NA,NA
2009-02-08,0.3316,0.14000000000000012,0.01,2009,1,0.01,0,NA,NA,NA,0.3316,NA,NA,NA,NA
2009-02-09,0.32915,-2.3549999999999995,0.01,2009,1,0.01,0,NA,NA,NA,0.32915,NA,NA,NA,NA
2009-02-10,0.32886,-3.9299999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.32886,NA,NA,NA,NA
2009-02-11,0.32952,-3.8,0.01,2009,1,0.01,0,NA,NA,NA,0.32952,NA,NA,NA,NA
2009-02-12,0.33502,-5.71,0.01,2009,1,0.01,0,NA,NA,NA,0.33502,NA,NA,NA,NA
2009-02-13,0.33501,-2.53,0.01,2009,1,0.01,0,NA,NA,NA,0.33501,NA,NA,NA,NA
2009-02-14,0.33419,-3.15,0.01,2009,1,0.01,0,NA,NA,NA,0.33419,NA,NA,NA,NA
2009-02-15,0.3348,-8.15,0.01,2009,1,0.01,0,NA,NA,NA,0.3348,NA,NA,NA,NA
2009-02-16,0.3344,-4.5,0.01,2009,1,0.01,0,NA,NA,NA,0.3344,NA,NA,NA,NA
2009-02-17,0.33483,-1.3849999999999998,0.01,2009,1,0.01,0,NA,NA,NA,0.33483,NA,NA,NA,NA
2009-02-18,0.33428,-5.3100000000000005,0.01,2009,1,0.01,0,NA,NA,NA,0.33428,NA,NA,NA,NA
2009-02-19,0.33451,-0.8999999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33451,NA,NA,NA,NA
2009-02-20,0.33511,0.935,0.01,2009,1,0.01,0,NA,NA,NA,0.33511,NA,NA,NA,NA
2009-02-21,0.33298,-0.9450000000000003,0.01,2009,1,0.01,0,NA,NA,NA,0.33298,NA,NA,NA,NA
2009-02-22,0.3326,-2.4699999999999998,0.01,2009,1,0.01,0,NA,NA,NA,0.3326,NA,NA,NA,NA
2009-02-23,0.33428,-2.205,0.01,2009,1,0.01,0,NA,NA,NA,0.33428,NA,NA,NA,NA
2009-02-24,0.33467,0.9199999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.33467,NA,NA,NA,NA
2009-02-25,0.33483,1.775,0.01,2009,1,0.01,0,NA,NA,NA,0.33483,NA,NA,NA,NA
2009-02-26,0.33442,-6.359999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33442,NA,NA,NA,NA
2009-02-27,0.33383,-10.38,0.01,2009,1,0.01,0,NA,NA,NA,0.33383,NA,NA,NA,NA
2009-02-28,0.33394,-4.595,0.01,2009,1,0.01,0,NA,NA,NA,0.33394,NA,NA,NA,NA
2009-03-01,0.33433,-6.289999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33433,NA,NA,NA,NA
2009-03-02,0.33419,-0.9850000000000003,0.01,2009,1,0.01,0,NA,NA,NA,0.33419,NA,NA,NA,NA
2009-03-03,0.33445,4.8100000000000005,0.01,2009,1,0.01,0,NA,NA,NA,0.33445,NA,NA,NA,NA
2009-03-04,0.33382,3.995,0.01,2009,1,0.01,0,NA,NA,NA,0.33382,NA,NA,NA,NA
2009-03-05,0.33487,2.705,0.01,2009,1,0.01,0,NA,NA,NA,0.33487,NA,NA,NA,NA
2009-03-06,0.33428,-2.7950000000000004,0.01,2009,1,0.01,0,NA,NA,NA,0.33428,NA,NA,NA,NA
2009-03-07,NA,-9.655000000000001,0.01,2009,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-08,NA,-4.465,0.01,2009,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-09,0.33505,-9.174999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33505,NA,NA,NA,NA
2009-03-10,0.33495,-13.22,0.01,2009,1,0.01,0,NA,NA,NA,0.33495,NA,NA,NA,NA
2009-03-11,0.33605,-16.075,0.01,2009,1,0.01,0,NA,NA,NA,0.33605,NA,NA,NA,NA
2009-03-12,0.33539,-13.600000000000001,0.01,2009,1,0.01,0,NA,NA,NA,0.33539,NA,NA,NA,NA
2009-03-13,0.33354,-10.584999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33354,NA,NA,NA,NA
2009-03-14,0.33391,-5.6850000000000005,0.01,2009,1,0.01,0,NA,NA,NA,0.33391,NA,NA,NA,NA
2009-03-15,0.33371,-2.0349999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.33371,NA,NA,NA,NA
2009-03-16,0.33508,2.31,0.01,2009,1,0.01,0,NA,NA,NA,0.33508,NA,NA,NA,NA
2009-03-17,0.3331,1.58,0.01,2009,1,0.01,0,NA,NA,NA,0.3331,NA,NA,NA,NA
2009-03-18,0.33442,0.8199999999999998,0.01,2009,1,0.01,0,NA,NA,NA,0.33442,NA,NA,NA,NA
2009-03-19,0.34175,-0.4750000000000001,0.01,2009,1,0.01,0,NA,NA,NA,0.34175,NA,NA,NA,NA
2009-03-20,0.33506,3.2150000000000003,0.01,2009,1,0.01,0,NA,NA,NA,0.33506,NA,NA,NA,NA
2009-03-21,0.33522,6.62,0.01,2009,1,0.01,0,NA,NA,NA,0.33522,NA,NA,NA,NA
2009-03-22,0.33454,6.5200000000000005,0.01,2009,1,0.01,0,NA,NA,NA,0.33454,NA,NA,NA,NA
2009-03-23,0.33803,5.255,0.01,2009,1,0.01,0,NA,NA,NA,0.33803,NA,NA,NA,NA
2009-03-24,0.3346,3.3,0.01,2009,1,0.01,0,NA,NA,NA,0.3346,NA,NA,NA,NA
2009-03-25,0.33484,1.8250000000000002,0.01,2009,1,0.01,0,NA,NA,NA,0.33484,NA,NA,NA,NA
2009-03-26,0.33076,-1.5250000000000001,0.01,2009,1,0.01,0,NA,NA,NA,0.33076,NA,NA,NA,NA
2009-03-27,0.31312,-3.8049999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.31312,NA,NA,NA,NA
2009-03-28,0.31603,-1.585,0.01,2009,1,0.01,0,NA,NA,NA,0.31603,NA,NA,NA,NA
2009-03-29,0.30466,2.455,0.01,2009,1,0.01,0,NA,NA,NA,0.30466,NA,NA,NA,NA
2009-03-30,0.33476,0.4399999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.33476,NA,NA,NA,NA
2009-03-31,0.33459,-2.6350000000000007,0.01,2009,1,0.01,0,NA,NA,NA,0.33459,NA,NA,NA,NA
2009-04-01,0.33478,1.2650000000000001,0.01,2009,1,0.01,0,NA,NA,NA,0.33478,NA,NA,NA,NA
2009-04-02,0.33628,1.9500000000000002,0.01,2009,1,0.01,0,NA,NA,NA,0.33628,NA,NA,NA,NA
2009-04-03,0.33441,1.3,0.01,2009,1,0.01,0,NA,NA,NA,0.33441,NA,NA,NA,NA
2009-04-04,0.335,2.735,0.01,2009,1,0.01,0,NA,NA,NA,0.335,NA,NA,NA,NA
2009-04-05,0.33105,1.6799999999999997,0.01,2009,1,0.01,0,NA,NA,NA,0.33105,NA,NA,NA,NA
2009-04-06,0.33068,1.5,0.01,2009,1,0.01,0,NA,NA,NA,0.33068,NA,NA,NA,NA
2009-04-07,0.33027,5.085,0.01,2009,1,0.01,0,NA,NA,NA,0.33027,NA,NA,NA,NA
2009-04-08,0.33417,7.114999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33417,NA,NA,NA,NA
2009-04-09,0.32641,6.6450000000000005,0.01,2009,1,0.01,0,NA,NA,NA,0.32641,NA,NA,NA,NA
2009-04-10,0.3327,7.745,0.01,2009,1,0.01,0,NA,NA,NA,0.3327,NA,NA,NA,NA
2009-04-11,0.33547,6.46,0.01,2009,1,0.01,0,NA,NA,NA,0.33547,NA,NA,NA,NA
2009-04-12,0.33967,6.06,0.01,2009,1,0.01,0,NA,NA,NA,0.33967,NA,NA,NA,NA
2009-04-13,0.3392,6.415,0.01,2009,1,0.01,0,NA,NA,NA,0.3392,NA,NA,NA,NA
2009-04-14,0.34361,5.53,0.01,2009,1,0.01,0,NA,NA,NA,0.34361,NA,NA,NA,NA
2009-04-15,0.33981,4.605,0.01,2009,1,0.01,0,NA,NA,NA,0.33981,NA,NA,NA,NA
2009-04-16,0.338,4.204999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.338,NA,NA,NA,NA
2009-04-17,0.33711,4.9399999999999995,0.01,2009,1,0.01,0,NA,NA,NA,0.33711,NA,NA,NA,NA
2009-04-18,0.33807,5.3,0.01,2009,1,0.01,0,NA,NA,NA,0.33807,NA,NA,NA,NA
2009-04-19,0.34331,7.605,0.01,2009,1,0.01,0,NA,NA,NA,0.34331,NA,NA,NA,NA
2009-04-20,0.33779,9.344999999999999,0.01,2009,1,0.01,0,NA,NA,NA,0.33779,NA,NA,NA,NA
2009-04-21,NA,11.774999999999999,0.01,2009,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-22,0.3459,12.605,0.01,2009,1,0.01,0,NA,NA,NA,0.3459,NA,NA,NA,NA
2009-04-23,0.33455,9.745,0.01,2009,1,0.01,0,NA,NA,NA,0.33455,NA,NA,NA,NA
2009-04-24,0.3302,1.7300000000000004,0.01,2009,1,0.01,0,NA,NA,NA,0.3302,NA,NA,NA,NA
2009-04-25,NA,-0.46499999999999986,0.01,2009,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-26,NA,2.08,0.01,2009,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-27,0.33463,3.8900000000000006,0.01,2009,1,0.01,0,NA,NA,NA,0.33463,NA,NA,NA,NA
2009-04-28,0.34199,2.1950000000000003,0.01,2009,1,0.01,0,NA,NA,NA,0.34199,NA,NA,NA,NA
2009-04-29,0.34069,2.2950000000000004,0.01,2009,1,0.01,0,NA,NA,NA,0.34069,NA,NA,NA,NA
2009-04-30,0.34247,2.115,0.01,2009,1,0.01,0,NA,NA,NA,0.34247,NA,NA,NA,NA
2009-05-01,0.33328,3.995,0.01,2009,1,0.01,0,NA,NA,NA,0.33328,NA,NA,NA,NA
2009-05-02,0.33792,5.96,0.01,2009,1,0.01,0,NA,NA,NA,0.33792,NA,NA,NA,NA
2009-05-03,0.34175,6.285,0.01,2009,1,0.01,0,NA,NA,NA,0.34175,NA,NA,NA,NA
