stats,theo_mismatch,est_mismatch,model_predskill
corr,0.9686437199498111,0.9731660608474411,0.991899429700825
R2,0.9382706561982082,0.9470521819853253,0.9838644786408218
RMSE,0.09977079467784175,0.09542497564221146,0.036651603612200975
nRMSE,0.10156465189708848,0.09714069597905911,0.03731059148484461
