date,pheno,env,env_sd,year,site,pheno_sd,pheno_mis,value,lower,upper,mismatch_actual,mismatch_model,mismatch_model_upper,mismatch_model_lower,pred_error
2012-07-06,0.32549,22.34,0.01,2012,1,0.01,0,NA,NA,NA,0.32549,NA,NA,NA,NA
2012-07-07,NA,24.735,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-08,NA,24.990000000000002,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-09,NA,25.71,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-10,0.36397,26.965,0.01,2012,1,0.01,0,NA,NA,NA,0.36397,NA,NA,NA,NA
2012-07-11,NA,26.174999999999997,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-12,0.36689,26.18,0.01,2012,1,0.01,0,NA,NA,NA,0.36689,NA,NA,NA,NA
2012-07-13,0.36992,26.115000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.36992,NA,NA,NA,NA
2012-07-14,0.37215,25.165,0.01,2012,1,0.01,0,NA,NA,NA,0.37215,NA,NA,NA,NA
2012-07-15,0.37294,25.015,0.01,2012,1,0.01,0,NA,NA,NA,0.37294,NA,NA,NA,NA
2012-07-16,0.37836,24.800000000000004,0.01,2012,1,0.01,0,NA,NA,NA,0.37836,NA,NA,NA,NA
2012-07-17,0.37696,21.985,0.01,2012,1,0.01,0,NA,NA,NA,0.37696,NA,NA,NA,NA
2012-07-18,0.37416,22.655,0.01,2012,1,0.01,0,NA,NA,NA,0.37416,NA,NA,NA,NA
2012-07-19,0.37366,25.21,0.01,2012,1,0.01,0,NA,NA,NA,0.37366,NA,NA,NA,NA
2012-07-20,0.37709,25.46,0.01,2012,1,0.01,0,NA,NA,NA,0.37709,NA,NA,NA,NA
2012-07-21,0.37764,24.095,0.01,2012,1,0.01,0,NA,NA,NA,0.37764,NA,NA,NA,NA
2012-07-22,0.37544,23.54,0.01,2012,1,0.01,0,NA,NA,NA,0.37544,NA,NA,NA,NA
2012-07-23,0.37419,24.04,0.01,2012,1,0.01,0,NA,NA,NA,0.37419,NA,NA,NA,NA
2012-07-24,0.37691,24.45,0.01,2012,1,0.01,0,NA,NA,NA,0.37691,NA,NA,NA,NA
2012-07-25,0.37573,22.71,0.01,2012,1,0.01,0,NA,NA,NA,0.37573,NA,NA,NA,NA
2012-07-26,0.37758,24.03,0.01,2012,1,0.01,0,NA,NA,NA,0.37758,NA,NA,NA,NA
2012-07-27,0.37307,25.555,0.01,2012,1,0.01,0,NA,NA,NA,0.37307,NA,NA,NA,NA
2012-07-28,0.38344,26,0.01,2012,1,0.01,0,NA,NA,NA,0.38344,NA,NA,NA,NA
2012-07-29,0.38647,23.740000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.38647,NA,NA,NA,NA
2012-07-30,0.38873,22.259999999999998,0.01,2012,1,0.01,0,NA,NA,NA,0.38873,NA,NA,NA,NA
2012-07-31,0.39136,23.28,0.01,2012,1,0.01,0,NA,NA,NA,0.39136,NA,NA,NA,NA
2012-08-01,0.39462,22.595,0.01,2012,1,0.01,0,NA,NA,NA,0.39462,NA,NA,NA,NA
2012-08-02,0.39542,24.3,0.01,2012,1,0.01,0,NA,NA,NA,0.39542,NA,NA,NA,NA
2012-08-03,0.39718,24.94,0.01,2012,1,0.01,0,NA,NA,NA,0.39718,NA,NA,NA,NA
2012-08-04,0.39077,25.28,0.01,2012,1,0.01,0,NA,NA,NA,0.39077,NA,NA,NA,NA
2012-08-05,0.39517,25.11,0.01,2012,1,0.01,0,NA,NA,NA,0.39517,NA,NA,NA,NA
2012-08-06,0.39287,25.810000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.39287,NA,NA,NA,NA
2012-08-07,NA,26.349999999999998,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-08,0.39497,27.685000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.39497,NA,NA,NA,NA
2012-08-09,0.39776,27.915,0.01,2012,1,0.01,0,NA,NA,NA,0.39776,NA,NA,NA,NA
2012-08-10,0.39256,26.765,0.01,2012,1,0.01,0,NA,NA,NA,0.39256,NA,NA,NA,NA
2012-08-11,0.38705,27.035000000000004,0.01,2012,1,0.01,0,NA,NA,NA,0.38705,NA,NA,NA,NA
2012-08-12,0.38514,27.58,0.01,2012,1,0.01,0,NA,NA,NA,0.38514,NA,NA,NA,NA
2012-08-13,0.38335,27.975,0.01,2012,1,0.01,0,NA,NA,NA,0.38335,NA,NA,NA,NA
2012-08-14,0.38052,28.685,0.01,2012,1,0.01,0,NA,NA,NA,0.38052,NA,NA,NA,NA
2012-08-15,0.38813,28.3,0.01,2012,1,0.01,0,NA,NA,NA,0.38813,NA,NA,NA,NA
2012-08-16,0.39988,25.68,0.01,2012,1,0.01,0,NA,NA,NA,0.39988,NA,NA,NA,NA
2012-08-17,0.39695,22.395,0.01,2012,1,0.01,0,NA,NA,NA,0.39695,NA,NA,NA,NA
2012-08-18,0.40228,22.560000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.40228,NA,NA,NA,NA
2012-08-19,0.39712,23.490000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.39712,NA,NA,NA,NA
2012-08-20,0.39559,23.89,0.01,2012,1,0.01,0,NA,NA,NA,0.39559,NA,NA,NA,NA
2012-08-21,0.40192,25.265,0.01,2012,1,0.01,0,NA,NA,NA,0.40192,NA,NA,NA,NA
2012-08-22,0.3999,25.1,0.01,2012,1,0.01,0,NA,NA,NA,0.3999,NA,NA,NA,NA
2012-08-23,0.39414,23.355,0.01,2012,1,0.01,0,NA,NA,NA,0.39414,NA,NA,NA,NA
2012-08-24,0.3851,23.735,0.01,2012,1,0.01,0,NA,NA,NA,0.3851,NA,NA,NA,NA
2012-08-25,0.38163,22.915,0.01,2012,1,0.01,0,NA,NA,NA,0.38163,NA,NA,NA,NA
2012-08-26,0.38543,23.28,0.01,2012,1,0.01,0,NA,NA,NA,0.38543,NA,NA,NA,NA
2012-08-27,0.38599,23.560000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.38599,NA,NA,NA,NA
2012-08-28,0.38127,24.665,0.01,2012,1,0.01,0,NA,NA,NA,0.38127,NA,NA,NA,NA
2012-08-29,0.38137,24.759999999999998,0.01,2012,1,0.01,0,NA,NA,NA,0.38137,NA,NA,NA,NA
2012-08-30,0.37653,23.46,0.01,2012,1,0.01,0,NA,NA,NA,0.37653,NA,NA,NA,NA
2012-08-31,0.3745,23.799999999999997,0.01,2012,1,0.01,0,NA,NA,NA,0.3745,NA,NA,NA,NA
2012-09-01,0.37387,24.865000000000002,0.01,2012,1,0.01,0,NA,NA,NA,0.37387,NA,NA,NA,NA
2012-09-02,0.37167,26.075000000000003,0.01,2012,1,0.01,0,NA,NA,NA,0.37167,NA,NA,NA,NA
2012-09-03,0.36865,26.69,0.01,2012,1,0.01,0,NA,NA,NA,0.36865,NA,NA,NA,NA
2012-09-04,0.38248,24.825,0.01,2012,1,0.01,0,NA,NA,NA,0.38248,NA,NA,NA,NA
2012-09-05,0.38441,22.590000000000003,0.01,2012,1,0.01,0,NA,NA,NA,0.38441,NA,NA,NA,NA
2012-09-06,NA,23.445,0.01,2012,1,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-07,0.39105,23.64,0.01,2012,1,0.01,0,NA,NA,NA,0.39105,NA,NA,NA,NA
2012-09-08,0.39351,21.805,0.01,2012,1,0.01,0,NA,NA,NA,0.39351,NA,NA,NA,NA
2012-09-09,0.39313,20.259999999999998,0.01,2012,1,0.01,0,NA,NA,NA,0.39313,NA,NA,NA,NA
2012-09-10,0.39478,21.235,0.01,2012,1,0.01,0,NA,NA,NA,0.39478,NA,NA,NA,NA
2012-09-11,0.39474,21.875,0.01,2012,1,0.01,0,NA,NA,NA,0.39474,NA,NA,NA,NA
2012-09-12,0.39136,20.365,0.01,2012,1,0.01,0,NA,NA,NA,0.39136,NA,NA,NA,NA
2012-09-13,0.3864,21.04,0.01,2012,1,0.01,0,NA,NA,NA,0.3864,NA,NA,NA,NA
2012-09-14,0.39486,20.65,0.01,2012,1,0.01,0,NA,NA,NA,0.39486,NA,NA,NA,NA
2012-09-15,0.39112,17.915,0.01,2012,1,0.01,0,NA,NA,NA,0.39112,NA,NA,NA,NA
