site,date,value
1,2012-12-31,-0.14768501362718145
1,2013-01-02,-0.21203303489238035
1,2013-01-03,-0.20567684438199993
1,2013-01-04,-0.18052133789106933
1,2013-01-05,-0.1514423683131711
1,2013-01-06,-0.12889912459412917
1,2013-01-07,-0.13165286591431796
1,2013-01-08,-0.1676987447907981
1,2013-01-09,-0.2072191603812585
1,2013-01-10,-0.20499866152795207
1,2013-01-11,-0.15195799499130122
1,2013-01-12,-0.08645857699732064
1,2013-01-13,-0.04534617384715214
1,2013-01-14,-0.026278911163114222
1,2013-01-15,-0.010200124249860068
1,2013-01-16,0.009070771682649473
1,2013-01-17,0.028566121320440094
1,2013-01-18,0.04188134115889762
1,2013-01-19,0.03682356980118397
1,2013-01-20,0.010675905361509927
1,2013-01-21,-0.0177341836032619
1,2013-01-22,-0.03493887097603014
1,2013-01-23,-0.054977954590866226
1,2013-01-24,-0.09307416116541159
1,2013-01-25,-0.14198176497529694
1,2013-01-26,-0.17986704087599853
1,2013-01-27,-0.1792661096122745
1,2013-01-28,-0.12708500175603016
1,2013-01-29,-0.04822941724474366
1,2013-01-30,0.013871895796300944
1,2013-01-31,0.03436667695149582
1,2013-02-01,0.010123755488429274
1,2013-02-02,-0.04939633592171589
1,2013-02-03,-0.11934791702420457
1,2013-02-04,-0.17263775241257742
1,2013-02-05,-0.19788547211780852
1,2013-02-06,-0.18925099169568185
1,2013-02-07,-0.14598699374104493
1,2013-02-08,-0.09259485258459858
1,2013-02-09,-0.06858415168820167
1,2013-02-10,-0.09530666647564622
1,2013-02-11,-0.16065066311843967
1,2013-02-12,-0.22638595271182427
1,2013-02-13,-0.24984956415373746
1,2013-02-14,-0.20870733544627784
1,2013-02-15,-0.12226126190451826
1,2013-02-16,-0.05076592471990846
1,2013-02-17,-0.03699007299138161
1,2013-02-18,-0.04899349247325273
1,2013-02-19,-0.040188482000493464
1,2013-02-20,-0.04232738615754322
1,2013-02-21,-0.10886268915873294
1,2013-02-22,-0.2012780655343473
1,2013-02-23,-0.2243653843181725
1,2013-02-24,-0.14722116601238894
1,2013-02-25,-0.028636381928440414
1,2013-02-26,0.05151634971481935
1,2013-02-27,0.048991909157744123
1,2013-02-28,-0.026565133336673704
1,2013-03-01,-0.12003738534449647
1,2013-03-02,-0.18067872442648486
1,2013-03-03,-0.20851012200810856
1,2013-03-04,-0.22754867723668148
1,2013-03-05,-0.23436853116180503
1,2013-03-06,-0.2030094885735998
1,2013-03-07,-0.13246342796401955
1,2013-03-08,-0.06810102570486011
1,2013-03-09,-0.05486445513486336
1,2013-03-10,-0.0795555534098334
1,2013-03-11,-0.09700203093632351
1,2013-03-12,-0.10048757302603355
1,2013-03-13,-0.11690800458879914
1,2013-03-14,-0.13970521853964163
1,2013-03-15,-0.11883076598817144
1,2013-03-16,-0.03598419582110841
1,2013-03-17,0.052091451490101436
1,2013-03-18,0.08116592312100684
1,2013-03-19,0.052920902468060124
1,2013-03-20,0.011823160885699196
1,2013-03-21,-0.011849170571253719
1,2013-03-22,-0.01567496717183855
1,2013-03-23,-0.00927118425072552
1,2013-03-24,-6.07420366627934e-4
1,2013-03-25,0.007095719487594631
1,2013-03-26,0.012591107329676889
1,2013-03-27,0.019911978687036317
1,2013-03-28,0.04389840496976845
1,2013-03-29,0.09179196342265798
1,2013-03-30,0.13581291936287823
1,2013-03-31,0.13581041919166503
1,2013-04-01,0.09230319811579656
1,2013-04-02,0.05158623712782996
1,2013-04-03,0.06202498033944906
1,2013-04-04,0.13143926137798712
1,2013-04-05,0.22096440324214678
1,2013-04-06,0.2736013880022631
1,2013-04-07,0.2508688313074762
1,2013-04-08,0.1649108091012002
1,2013-04-09,0.07149828457994507
1,2013-04-10,0.01870109621504796
1,2013-04-11,0.021271296514351383
1,2013-04-12,0.07157227001000596
1,2013-04-13,0.13792046605451913
1,2013-04-14,0.17764122627153073
1,2013-04-15,0.19319282556051695
1,2013-04-16,0.23550345106950335
1,2013-04-17,0.31625907217145854
1,2013-04-18,0.3746535485661659
1,2013-04-19,0.35813869809524823
1,2013-04-20,0.2853747106243388
1,2013-04-21,0.2127685979399238
1,2013-04-22,0.1719943489022136
1,2013-04-23,0.1603567642834887
1,2013-04-24,0.16688734388140922
1,2013-04-25,0.1765790776226648
1,2013-04-26,0.1710581501857819
1,2013-04-27,0.15585625734323424
1,2013-04-28,0.16674229177411096
1,2013-04-29,0.22400229111782652
1,2013-04-30,0.29747849412373634
1,2013-05-01,0.33757365003071377
1,2013-05-02,0.3270472775435299
1,2013-05-03,0.28980261982401523
1,2013-05-04,0.2641277266047301
1,2013-05-05,0.2678176493935656
1,2013-05-06,0.2819993777684955
1,2013-05-07,0.2854007629535908
1,2013-05-08,0.2925896213811763
1,2013-05-09,0.3246421084724736
1,2013-05-10,0.36050370632610956
1,2013-05-11,0.3587274455454355
1,2013-05-12,0.31845189844309163
1,2013-05-13,0.2787696252511844
1,2013-05-14,0.26223688458089134
1,2013-05-15,0.2554471711755179
1,2013-05-16,0.241197211351139
1,2013-05-17,0.22069828477934272
1,2013-05-18,0.20025025227196117
1,2013-05-19,0.1758715160861366
1,2013-05-20,0.1474473547094576
1,2013-05-21,0.13193537757724202
1,2013-05-22,0.1369996563626819
1,2013-05-23,0.13935758424827316
1,2013-05-24,0.117190610735268
1,2013-05-25,0.08537724818858958
1,2013-05-26,0.07398121250321059
1,2013-05-27,0.08700688436602236
1,2013-05-28,0.1031160236771805
1,2013-05-29,0.11252377957958973
1,2013-05-30,0.1305364859186929
1,2013-05-31,0.1620260757048174
1,2013-06-01,0.17815607305280232
1,2013-06-02,0.15400120701972408
1,2013-06-03,0.10502381849474998
1,2013-06-04,0.06316424813624143
1,2013-06-05,0.041252415771788474
1,2013-06-06,0.033525397073912874
1,2013-06-07,0.029968629921091783
1,2013-06-08,0.02419604735200706
1,2013-06-09,0.01709550474507636
1,2013-06-10,0.014718729701873014
1,2013-06-11,0.021391064311454374
1,2013-06-12,0.034443910308089375
1,2013-06-13,0.04524021122674309
1,2013-06-14,0.046690919729837355
1,2013-06-15,0.039279523932929654
1,2013-06-16,0.028871072454981193
1,2013-06-17,0.020718624021388864
1,2013-06-18,0.01614625351933064
1,2013-06-19,0.013256195556666676
1,2013-06-20,0.008729064839049526
1,2013-06-21,-4.844357061669979e-4
1,2013-06-22,-0.012845278778376455
1,2013-06-23,-0.02038705515005131
1,2013-06-24,-0.01673326377230533
1,2013-06-25,-0.0047763957000367995
1,2013-06-26,0.00828170896551416
1,2013-06-27,0.019206719767574137
1,2013-06-28,0.02729226968578659
1,2013-06-29,0.02939554869704958
1,2013-06-30,0.022680287672795594
1,2013-07-01,0.009272242400238292
1,2013-07-02,-0.006603476077580732
1,2013-07-03,-0.023134351505614964
1,2013-07-04,-0.04189583317768684
1,2013-07-05,-0.06875102659077825
1,2013-07-06,-0.10873928082055809
1,2013-07-07,-0.15034336037842605
1,2013-07-08,-0.16423529795992234
1,2013-07-09,-0.13584959489899612
1,2013-07-10,-0.08932495489104361
1,2013-07-11,-0.06118094720344835
1,2013-07-12,-0.06355202526823535
1,2013-07-13,-0.08673803754356131
1,2013-07-14,-0.12111969723424985
1,2013-07-15,-0.15656403836329033
1,2013-07-16,-0.17389299379349787
1,2013-07-17,-0.16755291972402866
1,2013-07-18,-0.16279821783099474
1,2013-07-19,-0.17742478819988353
1,2013-07-20,-0.19141690857725882
1,2013-07-21,-0.18912473764676538
1,2013-07-22,-0.19680194539745824
1,2013-07-23,-0.2378975921728178
1,2013-07-24,-0.2851250137893728
1,2013-07-25,-0.29846499223814094
1,2013-07-26,-0.281801499225919
1,2013-07-27,-0.2684651578554586
1,2013-07-28,-0.2762770632830247
1,2013-07-29,-0.29609732503683217
1,2013-07-30,-0.3069992323347279
1,2013-07-31,-0.2930766131922144
1,2013-08-01,-0.2513042284207759
1,2013-08-02,-0.19815246030446446
1,2013-08-03,-0.16811610414492906
1,2013-08-04,-0.1818482947942515
1,2013-08-05,-0.21901185848456697
1,2013-08-06,-0.24102389993050075
1,2013-08-07,-0.23095462969849037
1,2013-08-08,-0.20305980290850917
1,2013-08-09,-0.18007573058547693
1,2013-08-10,-0.1660558620291165
1,2013-08-11,-0.1513669898828494
1,2013-08-12,-0.14009910271814774
1,2013-08-13,-0.1508463827543365
1,2013-08-14,-0.18669063287046547
1,2013-08-15,-0.22219728060087748
1,2013-08-16,-0.23435102075168515
1,2013-08-17,-0.2293477777466671
1,2013-08-18,-0.22349002418314903
1,2013-08-19,-0.22337943811706962
1,2013-08-20,-0.2278645170591532
1,2013-08-21,-0.22669476538595373
1,2013-08-22,-0.2154209045352511
1,2013-08-23,-0.21440452319760706
1,2013-08-24,-0.23975094712571154
1,2013-08-25,-0.2707718416116052
1,2013-08-26,-0.2807097472038491
1,2013-08-27,-0.2738221995140538
1,2013-08-28,-0.2635065555363761
1,2013-08-29,-0.25025611708948425
1,2013-08-30,-0.24035293959309412
1,2013-08-31,-0.24233485636520408
1,2013-09-01,-0.24005029446575316
1,2013-09-02,-0.21273058953414217
1,2013-09-03,-0.17546204664775616
1,2013-09-04,-0.1632869138483756
1,2013-09-05,-0.18328287960161854
1,2013-09-06,-0.20912582879549105
1,2013-09-07,-0.21742334420298934
1,2013-09-08,-0.20799638563097156
1,2013-09-09,-0.18852742137666686
1,2013-09-10,-0.15948868849638512
1,2013-09-11,-0.12249809357154268
1,2013-09-12,-0.08629849083891526
1,2013-09-13,-0.051591574095155364
1,2013-09-14,-0.010226235502134773
1,2013-09-15,0.027554518349502635
1,2013-09-16,0.03348997967181575
1,2013-09-17,-8.706625019412345e-4
1,2013-09-18,-0.052440790110238424
1,2013-09-19,-0.09395978692227215
1,2013-09-20,-0.11674177746435173
1,2013-09-21,-0.12705967359670506
1,2013-09-22,-0.12902678919819358
1,2013-09-23,-0.11579497629469994
1,2013-09-24,-0.08029697763017989
1,2013-09-25,-0.04079531233600565
1,2013-09-26,-0.039961124190967
1,2013-09-27,-0.08524488969470036
1,2013-09-28,-0.11821526127004985
1,2013-09-29,-0.09518981535207538
1,2013-09-30,-0.05273985168683558
1,2013-10-01,-0.046106750578516424
1,2013-10-02,-0.08007998594035294
1,2013-10-03,-0.12353068454232438
1,2013-10-04,-0.14197742429228205
1,2013-10-05,-0.11885265608623619
1,2013-10-06,-0.07551434671893689
1,2013-10-07,-0.05762608786576897
1,2013-10-08,-0.08542384591412275
1,2013-10-09,-0.12678451693238815
1,2013-10-10,-0.13210439103206187
1,2013-10-11,-0.08945192428520937
1,2013-10-12,-0.03303492685450201
1,2013-10-13,-5.801017080637965e-4
1,2013-10-14,0.0019026793501252118
1,2013-10-15,-0.012659983606831147
1,2013-10-16,-0.04019965626607481
1,2013-10-17,-0.08351803803428126
1,2013-10-18,-0.12996285098642074
1,2013-10-19,-0.14896823684137472
1,2013-10-20,-0.12335538262107909
1,2013-10-21,-0.06884716989154514
1,2013-10-22,-0.006695915556425027
1,2013-10-23,0.06132365732140891
1,2013-10-24,0.13232456544143986
1,2013-10-25,0.18410062481507958
1,2013-10-26,0.19964960022559433
1,2013-10-27,0.1808845289548123
1,2013-10-28,0.12432302331429702
1,2013-10-29,0.024237003117149148
1,2013-10-30,-0.09358281054058662
1,2013-10-31,-0.17555233345800825
1,2013-11-01,-0.1775758376303819
1,2013-11-02,-0.09669655463038652
1,2013-11-03,0.018087379904220505
1,2013-11-04,0.09380276613064431
1,2013-11-05,0.09046853120813324
1,2013-11-06,0.0371430384302704
1,2013-11-07,0.002207552050730582
1,2013-11-08,0.01985219975386015
1,2013-11-09,0.06775103054219737
1,2013-11-10,0.11473361142811074
1,2013-11-11,0.15205311113207287
1,2013-11-12,0.18314373826296199
1,2013-11-13,0.20432059000372554
1,2013-11-14,0.19796247933356234
1,2013-11-15,0.15089002766127604
1,2013-11-16,0.06916546148436485
1,2013-11-17,-0.030925324798432494
1,2013-11-18,-0.11682215208735662
1,2013-11-19,-0.13235283590770794
1,2013-11-20,-0.04823024836974415
1,2013-11-21,0.08544045421083539
1,2013-11-22,0.17073536104471715
1,2013-11-23,0.1380847260470027
1,2013-11-24,-2.6522801447868106e-4
1,2013-11-25,-0.1554165290476496
1,2013-11-26,-0.2383774396403578
1,2013-11-27,-0.22983693645735598
1,2013-11-28,-0.17081006963703102
1,2013-11-29,-0.11268059014319777
1,2013-11-30,-0.08220899689423271
1,2013-12-01,-0.07829042768203383
1,2013-12-02,-0.08729973815119073
1,2013-12-03,-0.09529050907284596
1,2013-12-04,-0.09967255916575339
1,2013-12-05,-0.11601423710833252
1,2013-12-06,-0.1622767012562088
1,2013-12-07,-0.23195877199139456
1,2013-12-08,-0.28619520397813936
1,2013-12-09,-0.28447562186535924
1,2013-12-10,-0.22713038322871348
1,2013-12-11,-0.14762506330606048
1,2013-12-12,-0.07041846874550763
1,2013-12-13,-0.005059660752277303
1,2013-12-14,0.03978855954527162
1,2013-12-15,0.062208947273274584
1,2013-12-16,0.062104982517047456
1,2013-12-17,0.023395357282447092
1,2013-12-18,-0.06736544354855094
1,2013-12-19,-0.1799893743563456
1,2013-12-20,-0.24975468495738196
1,2013-12-21,-0.23608168801378807
1,2013-12-22,-0.15653470733259683
1,2013-12-23,-0.06489158754978398
1,2013-12-24,-0.003427381927865566
1,2013-12-25,0.021907678027280223
1,2013-12-26,0.02499455786037364
1,2013-12-27,0.013513425699314484
1,2013-12-28,-0.01463663936260477
1,2013-12-29,-0.05704157741790956
1,2013-12-30,-0.10310214623394644
1,2013-12-31,-0.1476856999645998
1,2014-01-01,-0.18882795789299647
1,2014-01-02,-0.21203725986318014
1,2014-01-03,-0.20567924554584754
1,2014-01-04,-0.18052048955426245
1,2014-01-05,-0.15143748502341256
1,2014-01-06,-0.12889040055665107
1,2014-01-07,-0.13164255488288248
1,2014-01-08,-0.1676904244442924
1,2014-01-09,-0.20721486819554147
1,2014-01-10,-0.2049976101776751
1,2014-01-11,-0.1519591670796363
1,2014-01-12,-0.08646248010976165
1,2014-01-13,-0.045353440595019175
1,2014-01-14,-0.02628774247170983
1,2014-01-15,-0.010207146382014637
1,2014-01-16,0.009066852050323858
1,2014-01-17,0.028563124350954743
1,2014-01-18,0.041874441496875664
1,2014-01-19,0.036807315135066056
1,2014-01-20,0.01064746413574422
1,2014-01-21,-0.017772397565029206
1,2014-01-22,-0.034981862191707784
1,2014-01-23,-0.05502168408672652
1,2014-01-24,-0.09311392410480304
1,2014-01-25,-0.1420113534671488
1,2014-01-26,-0.17988276947712104
1,2014-01-27,-0.17927027680620886
1,2014-01-28,-0.1270842617569877
1,2014-01-29,-0.04823030867582509
1,2014-01-30,0.0138657159707886
1,2014-01-31,0.034352541350716234
1,2014-02-01,0.010098213335197457
1,2014-02-02,-0.04943350312714652
1,2014-02-03,-0.11938915633944039
1,2014-02-04,-0.17267177814637139
1,2014-02-05,-0.1979061619343574
1,2014-02-06,-0.18925965141503168
1,2014-02-07,-0.14598870293141486
1,2014-02-08,-0.09259446310062364
1,2014-02-09,-0.068583922813246
1,2014-02-10,-0.09530630146806747
1,2014-02-11,-0.16064851877038133
1,2014-02-12,-0.2263804076634887
1,2014-02-13,-0.24984074500606818
1,2014-02-14,-0.20869749204291077
1,2014-02-15,-0.12225307563676807
1,2014-02-16,-0.05076001305035875
1,2014-02-17,-0.03698464347213242
1,2014-02-18,-0.04898832545955609
1,2014-02-19,-0.04018769306037383
1,2014-02-20,-0.04233506190977317
1,2014-02-21,-0.1088781648608895
1,2014-02-22,-0.20129822899569683
1,2014-02-23,-0.22438705518704596
1,2014-02-24,-0.14724085918199187
1,2014-02-25,-0.02865241532141305
1,2014-02-26,0.05150429366362823
1,2014-02-27,0.04898437553674444
1,2014-02-28,-0.026568419830027765
1,2014-03-01,-0.12003975914537159
1,2014-03-02,-0.18068542545932487
1,2014-03-03,-0.2085247739369214
1,2014-03-04,-0.22756952593580615
1,2014-03-05,-0.23438965544811602
1,2014-03-06,-0.20302674399396523
1,2014-03-07,-0.13247902907885073
1,2014-03-08,-0.06812260635826113
1,2014-03-09,-0.05489693520808515
1,2014-03-10,-0.07959342727893073
1,2014-03-11,-0.09703323393771919
1,2014-03-12,-0.10050590826544345
1,2014-03-13,-0.1169162931050456
1,2014-03-14,-0.13970856512369859
1,2014-03-15,-0.1188322484593651
1,2014-03-16,-0.035985508161600795
1,2014-03-17,0.05208890721180512
1,2014-03-18,0.08116213438315456
1,2014-03-19,0.052917109080546754
1,2014-03-20,0.011820376072208523
1,2014-03-21,-0.01185077829271485
1,2014-03-22,-0.015675693380058465
1,2014-03-23,-0.009271384832798466
1,2014-03-24,-6.074774220300931e-4
1,2014-03-25,0.007094980163226699
1,2014-03-26,0.012587277929240399
1,2014-03-27,0.01990028035846962
1,2014-03-28,0.04387420461308473
1,2014-03-29,0.0917558930630546
1,2014-03-30,0.1357711494429643
1,2014-03-31,0.13576759269591418
1,2014-04-01,0.09225771598536213
1,2014-04-02,0.05153091061882011
1,2014-04-03,0.06195050301448395
1,2014-04-04,0.1313418669016695
1,2014-04-05,0.22085585476813058
1,2014-04-06,0.27350508586850847
1,2014-04-07,0.25080177769539286
1,2014-04-08,0.16487426188041007
1,2014-04-09,0.07148290638425052
1,2014-04-10,0.018694874451960088
1,2014-04-11,0.02126438061935084
1,2014-04-12,0.07155745002832652
1,2014-04-13,0.13789389786874343
1,2014-04-14,0.1776049850243453
1,2014-04-15,0.19315398946367213
1,2014-04-16,0.2354669549571612
1,2014-04-17,0.3162245751097386
1,2014-04-18,0.37462131069387483
1,2014-04-19,0.3581135349118332
1,2014-04-20,0.2853620625517601
1,2014-04-21,0.2127685090346763
1,2014-04-22,0.17200105736157587
1,2014-04-23,0.1603634073120498
1,2014-04-24,0.166890981447413
1,2014-04-25,0.17658055921573235
1,2014-04-26,0.17105894961816662
1,2014-04-27,0.1558572878242154
1,2014-04-28,0.16674427795965072
1,2014-04-29,0.2240052560837776
1,2014-04-30,0.29748099486526225
1,2014-05-01,0.3375734654970879
1,2014-05-02,0.327043343569556
1,2014-05-03,0.289795614925782
1,2014-05-04,0.264118950537068
1,2014-05-05,0.26780783687530724
1,2014-05-06,0.28198922236354673
1,2014-05-07,0.2853921183863422
1,2014-05-08,0.2925844846886758
1,2014-05-09,0.32464119523411566
1,2014-05-10,0.3605059169481573
1,2014-05-11,0.35873088828450206
1,2014-05-12,0.31845591651767613
1,2014-05-13,0.27877501078418043
1,2014-05-14,0.2622439060068957
1,2014-05-15,0.25545392302824915
1,2014-05-16,0.24120053584960194
1,2014-05-17,0.22069617223493332
1,2014-05-18,0.20024334242358974
1,2014-05-19,0.17586258996181364
1,2014-05-20,0.14743971556654686
1,2014-05-21,0.13193094351100232
1,2014-05-22,0.13699825860487352
1,2014-05-23,0.13935808946063238
1,2014-05-24,0.11719201597161903
1,2014-05-25,0.08537977544456754
1,2014-05-26,0.0739865471477637
1,2014-05-27,0.08701623595810574
1,2014-05-28,0.10312804118133603
1,2014-05-29,0.11253567192346557
1,2014-05-30,0.13054689200500275
1,2014-05-31,0.1620349654606443
1,2014-06-01,0.17816285438814655
1,2014-06-02,0.15400558333920325
1,2014-06-03,0.10502693814766913
1,2014-06-04,0.06316736190400676
1,2014-06-05,0.041255676325040846
1,2014-06-06,0.03352853451333629
1,2014-06-07,0.029971312845263044
1,2014-06-08,0.024197884688682766
1,2014-06-09,0.01709637735207117
1,2014-06-10,0.014718824933238474
1,2014-06-11,0.021390525031621605
1,2014-06-12,0.03444293148394784
1,2014-06-13,0.0452395441706565
1,2014-06-14,0.046691521438366745
1,2014-06-15,0.03928151713742511
1,2014-06-16,0.028873650240192915
1,2014-06-17,0.020721046867403278
1,2014-06-18,0.016148272139784182
1,2014-06-19,0.013257858116639156
1,2014-06-20,0.008730579206672806
1,2014-06-21,-4.8286576937576234e-4
1,2014-06-22,-0.012843730718819241
1,2014-06-23,-0.020385808758632933
1,2014-06-24,-0.01673233069608553
1,2014-06-25,-0.004775484187878583
1,2014-06-26,0.008282813216496857
1,2014-06-27,0.019208016658266734
1,2014-06-28,0.027293579719513312
1,2014-06-29,0.029396585572615073
1,2014-06-30,0.022680874013459317
1,2014-07-01,0.009272526122399968
1,2014-07-02,-0.00660321009057517
1,2014-07-03,-0.023133924237455798
1,2014-07-04,-0.04189510131102133
1,2014-07-05,-0.06874946500056144
1,2014-07-06,-0.10873574946471032
1,2014-07-07,-0.15033700591692178
1,2014-07-08,-0.16422704836501217
1,2014-07-09,-0.135842057176732
1,2014-07-10,-0.0893199167428075
1,2014-07-11,-0.06117799463824007
1,2014-07-12,-0.06354991031162661
1,2014-07-13,-0.08673614811480725
1,2014-07-14,-0.12111807035899291
1,2014-07-15,-0.1565625734575062
1,2014-07-16,-0.17389156008227874
1,2014-07-17,-0.16755210492854436
1,2014-07-18,-0.16279904939836226
1,2014-07-19,-0.17742750109986807
1,2014-07-20,-0.19142034655326837
1,2014-07-21,-0.1891268171757942
1,2014-07-22,-0.19680089671949857
1,2014-07-23,-0.23789380408727637
1,2014-07-24,-0.28512115578202146
1,2014-07-25,-0.2984639977259891
1,2014-07-26,-0.28180399376650705
1,2014-07-27,-0.268469270042008
1,2014-07-28,-0.2762804909692592
1,2014-07-29,-0.29610003359548703
1,2014-07-30,-0.30700457290525673
1,2014-07-31,-0.2930876881406409
1,2014-08-01,-0.2513191253270299
1,2014-08-02,-0.19816576913948014
1,2014-08-03,-0.16812475975440633
1,2014-08-04,-0.1818526416453973
1,2014-08-05,-0.2190124262657496
1,2014-08-06,-0.24102044348281304
1,2014-08-07,-0.2309470048161621
1,2014-08-08,-0.20304785485214963
1,2014-08-09,-0.18005940243015198
1,2014-08-10,-0.16603686264012973
1,2014-08-11,-0.15134910292383
1,2014-08-12,-0.14008538960645117
1,2014-08-13,-0.1508371634774989
1,2014-08-14,-0.18668445696216537
1,2014-08-15,-0.22219223713234607
1,2014-08-16,-0.2343440346715848
1,2014-08-17,-0.22933562023912613
1,2014-08-18,-0.22347275132748737
