tmin_1_1,tmax_1_1,prcp_1_1
-0.10393986521513732,-0.3236619718309859,-0.23975903614457833
-0.10393986521513732,-0.3236619718309859,-0.23975903614457833
-0.10393986521513732,-0.3236619718309859,-0.23975903614457833
-0.2013996889580093,-0.41492957746478876,-0.2650602409638554
0.2558320373250389,0.06676056338028169,-0.22650602409638554
0.0334370139968897,-0.27183098591549293,-0.11807228915662649
0.0857957490927943,0.021126760563380254,-0.3060240963855422
-0.21176775531363395,-0.21718309859154933,-0.3542168674698795
-0.08786936236391912,-0.1366197183098592,-0.19036144578313252
0.0334370139968897,-0.1461971830985916,-0.21927710843373494
0.3206324520476932,0.1923943661971832,-0.004819277108433717
0.06609642301710739,-0.06507042253521123,-0.344578313253012
0.0857957490927943,0.050422535211267716,-0.3108433734939759
0.15526179367547954,0.07070422535211274,-0.1433734939759036
-0.10238465526179369,-0.32309859154929577,-0.24578313253012046
0.14593053395541744,0.07464788732394367,-0.16987951807228918
0.04587869362363928,-0.13605633802816908,0.055421686746988
-0.030844997407983354,-0.14507042253521124,-0.26265060240963856
0.041213063763608226,-0.10619718309859155,-0.23855421686746986
0.34758942457231734,0.31633802816901413,-0.04819277108433734
0.017366511145671337,-0.24197183098591551,-0.1783132530120482
0.040694660445826814,-0.03126760563380282,-0.00963855421686749
-0.08579574909279414,-0.21830985915492956,-0.14819277108433737
0.10186625194401244,-0.016056338028169026,-0.2795180722891566
0.17236910316226028,0.09605633802816904,-0.2614457831325301
-0.10186625194401239,-0.32084507042253524,-0.24939759036144576
-0.05883877656817005,-0.1574647887323944,-0.3373493975903614
0.4569725246241577,0.44816901408450693,-0.12650602409638556
-0.1433385173665111,-0.14450704225352112,-0.2891566265060241
-0.2013996889580093,-0.41492957746478876,-0.2650602409638554
-0.10393986521513732,-0.3236619718309859,-0.23975903614457833
0.27190254017625715,0.23295774647887324,-0.2542168674698795
0.07128045619491963,-0.03183098591549294,-0.19156626506024094
0.07905650596163816,0.001971830985915468,-0.136144578313253
0.02669777086573355,-0.038591549295774685,-0.327710843373494
-0.0059616381544840835,-0.12084507042253517,-0.3204819277108434
0.1594090202177294,0.2740845070422535,-0.3072289156626506
-0.1433385173665111,-0.2402816901408451,-0.28433734939759037
0.06972524624157594,-0.06338028169014087,-0.3481927710843373
0.2128045619491965,0.14732394366197188,-0.10843373493975905
-0.08061171591498184,-0.2988732394366197,-0.13012048192771086
-0.14748574390876096,-0.2729577464788733,-0.327710843373494
-0.17444271643338516,-0.33098591549295775,-0.12048192771084337
0.009072058061171617,-0.20366197183098594,-0.22168674698795182
-0.14748574390876096,-0.2729577464788733,-0.327710843373494
-0.2962674961119751,-0.4926760563380282,-0.25180722891566265
-0.029808190772420917,-0.010422535211267625,-0.39879518072289155
-0.32374287195438045,-0.4070422535211268,-0.28795180722891567
-0.2013996889580093,-0.41492957746478876,-0.2650602409638554
0.03032659409020222,-0.06169014084507046,-0.1710843373493976
-0.14748574390876096,-0.2729577464788733,-0.327710843373494
-0.10393986521513732,-0.3236619718309859,-0.23975903614457833
-0.2013996889580093,-0.41492957746478876,-0.2650602409638554
0.149559357179886,-0.10845070422535213,-0.10843373493975905
-0.1495593571798859,-0.3687323943661972,-0.17951807228915662
-0.05728356661482625,-0.12422535211267605,-0.3036144578313253
-0.16407465007776045,-0.32084507042253524,-0.11927710843373496
0.06817003628823226,0.13211267605633803,-0.3325301204819277
