env_1_1,env_1_2,env_1_3,env_1_4,env_1_5,env_1_6,env_1_7,env_1_8,env_1_9,env_1_10,env_1_11,env_1_12,env_1_13,env_1_14,env_1_15,env_1_16,env_1_17,env_1_18,env_1_19,env_1_20,env_1_21,env_1_22,env_1_23,env_1_24,env_1_25,env_1_26
-0.23808287432676886,-0.2683870536900543,-0.2870836695810038,-0.2944863908918129,-0.2904476378627167,-0.27297895014848317,-0.24516030155354154,-0.20642021651448708,-0.16258083354937214,-0.11427738808739958,-0.06308773103508102,-0.012880226756744566,0.032969994231688726,0.07403830256019316,0.10471722331797785,0.12601959042506555,0.13588940885957004,0.1353626539792724,0.12290451017049502,0.09979483608918115,0.0673401074517485,0.02780505428989009,-0.0152188162606496,-0.08534106296192795,-0.127142847010019,-0.16385983709953905
-0.09706640007621518,-0.1264964393940136,-0.14164842179097584,-0.14699038093741343,-0.1388279473097894,-0.11965624310952747,-0.09210152050154174,-0.055139015672542466,-0.014446664356433686,0.029102281104237047,0.07401150911587229,0.11252939462291876,0.14917897165492647,0.17425819893699668,0.1932016219763955,0.19707677015495537,0.19313673589694255,0.1763548139425639,0.14870009194546246,0.11124524960509323,0.06680206954812874,0.017831266289636296,-0.03496652401805508,-0.08612419496094804,-0.1331258686920375,-0.1737816815020463
-0.19308135239237637,-0.2246837662051819,-0.242240193897403,-0.25026316391771336,-0.24361853148507473,-0.22824767471426735,-0.20195120075830056,-0.16692683622172175,-0.12627503546187543,-0.08422092246905416,-0.038373971127863164,0.002270956280909671,0.03870042576038635,0.06626218957186782,0.08748193544899104,0.09361187492531971,0.09182854816101545,0.07788043534033315,0.05238369992173383,0.017112209622380418,-0.02648189727159531,-0.07417554403605665,-0.12686817342115453,-0.17918675941512624,-0.2257820525656629,-0.2694473641842017
-0.4224085253809393,-0.4396980335866694,-0.4440068580725673,-0.43866117848374775,-0.41832150869280293,-0.38828119111520204,-0.3502515773216787,-0.3053347966688785,-0.2546056860342526,-0.2050631974254815,-0.15435066805146783,-0.1100217093020708,-0.07193884498407369,-0.0402983720952732,-0.02198429490270332,-0.013778686432468244,-0.01656482742292149,-0.03154059080663633,-0.05579267375153175,-0.0898190025518616,-0.12996803797387435,-0.17185017317008092,-0.20900563971314726,-0.25168477630864183,-0.291168097145243,-0.32410652167912624
-0.24591734309062405,-0.2878379446271194,-0.3229193381453132,-0.34787209354861276,-0.36541941727034394,-0.37117285492641366,-0.36443868819211284,-0.34607593931894276,-0.31679514875387754,-0.27777599695877875,-0.2309086134225371,-0.17852647315140094,-0.1240224899530544,-0.06885509008447387,-0.017909735997964252,0.02806108130899182,0.06691238625357387,0.09584917632192816,0.11179973091416512,0.11742046251888721,0.11083329031659482,0.09461945341484877,0.06651304063684611,0.030993281875571193,-0.008811102718304733,-0.05390334602778022
-0.06677718550512156,-0.0761361799655679,-0.07332077767487113,-0.05976666356804448,-0.03541562245413056,-0.00312160570217954,0.0402200217316705,0.08813969357595795,0.1368306666143532,0.19131920390155482,0.2376055836067347,0.27947478240562834,0.31335535830444217,0.33964608422780984,0.3522662528526513,0.35363621198583534,0.3446507058880051,0.3225447086850232,0.2900795743454291,0.24930582067079143,0.2012373494010565,0.15119650406301324,0.09853204065800988,0.04774183923302113,0.0031803546250544846,-0.03335678498780611
-0.11101215981837766,-0.08008591631197912,-0.04077741113705378,0.0011366964867238166,0.04462595780051619,0.08874768828318251,0.1264727702005007,0.15939741855212566,0.182000844356331,0.1957727429557366,0.1971220656258268,0.18813264725883752,0.16803101568465484,0.13650017428169325,0.09539669931957619,0.04995352043439028,-7.046335477845818e-4,-0.05337212910983336,-0.10311993377762528,-0.14928935301303023,-0.18652668073189807,-0.21683086009518346,-0.235527475986133,-0.24293019729694207,-0.23889144426784586,-0.22142275655361235
0.004183161482160588,-0.01965702834884248,-0.034944014940688266,-0.03874920417954577,-0.02994875926345488,-0.01133426553375463,0.01855207084269508,0.054166043978794425,0.09482403755241237,0.14006824835509174,0.1831023310349687,0.22305339124676488,0.25745721839249275,0.2854385100576113,0.3004323081906787,0.3068433858836,0.2978894226051285,0.28058865224431,0.2502631935056153,0.2115704798361383,0.16437203882552429,0.11028990967472374,0.05414115023609912,-0.0010660276277775136,-0.05459146423815194,-0.10175637478589836
0.1592268934123312,0.12473387227495598,0.08159751429064853,0.03252300535821316,-0.018343006488242476,-0.0705469074996075,-0.12107148698535188,-0.1625071633398583,-0.19697546330989762,-0.22324954972567293,-0.23750863946974918,-0.24062661989127465,-0.23233604738038138,-0.21222632237759084,-0.18263930097772665,-0.1482759602149517,-0.10566492706433021,-0.061862655339771463,-0.019017878529777463,0.020464085790277833,0.05693082982590218,0.0828752072453091,0.09890385060176332,0.10398658846483419,0.09669538628065975,0.07978921970543616
-0.2800953169207944,-0.26742142938972685,-0.2440429518303956,-0.21168421345397645,-0.16933271193431315,-0.12177329347169964,-0.07279021350137456,-0.01862235683457724,0.028185769456441998,0.07045865004069539,0.10497626308506852,0.13188247690240415,0.14571283654015205,0.14736530855486943,0.13941884408882488,0.11859572639435535,0.08652753852797573,0.04578249898213916,-0.0014136099310908614,-0.05104249492670036,-0.1038382205781405,-0.15505665235449276,-0.19987609556442656,-0.2376317072462402,-0.2664155343866085,-0.2854863759643055
0.04699390954174074,0.006958428230351124,-0.036805934504751045,-0.08144428126819848,-0.12453755069817492,-0.1627808125521882,-0.19396083967143918,-0.21786650117203732,-0.22953089665077447,-0.22957355328158788,-0.2185139268318974,-0.1964576561428548,-0.16519116542650653,-0.12403047105177482,-0.07748248298825029,-0.028009663511553044,0.024659044323695846,0.07319759689273504,0.1164225014248106,0.15219146046577284,0.18043943061206882,0.19592179377593244,0.19937303879308285,0.19299853554717944,0.17366336324256373,0.14315814467528537
-0.3268440450705232,-0.34194174072130723,-0.34626229961873856,-0.3382920860404548,-0.31712312513354685,-0.28677799215256405,-0.2453899348544935,-0.20135778125625955,-0.15086900578804435,-0.09986901125212064,-0.05128731599771653,-0.006189097750516194,0.03221881880356768,0.060442545047020235,0.07811796376045375,0.08631311782194948,0.08077489937532982,0.06524519443648401,0.04062382778134178,0.004936086692559798,-0.03626909046145592,-0.08671209572094447,-0.1487731684811718,-0.19031873159041413,-0.22347971235171646,-0.24897774150984048
-0.41415235412634327,-0.4180667640430621,-0.40998310869970794,-0.38894670068360976,-0.35865975598891636,-0.318501475463143,-0.2701404072995453,-0.21601178799724186,-0.16126578534157116,-0.10729692313170688,-0.05482898242133632,-0.010508603581926472,0.025391841943877374,0.05278974980661245,0.06798839979041556,0.07050511396114255,0.06144369008137438,0.041465731682797824,0.012119534027040187,-0.024172405641265497,-0.06619423584819464,-0.11079789579121269,-0.15436782055441428,-0.19544689286568967,-0.23215294457548963,-0.25857307192838747
-0.3373189923478915,-0.349814657999999,-0.3521190004401943,-0.3421388269107546,-0.32085348597240704,-0.29126473407666476,-0.25246352299988867,-0.21145904146374875,-0.16790243679995903,-0.12360251573899711,-0.0851006685071605,-0.050414500491356165,-0.0273111948245642,-0.011289432104916314,-0.008758294533711627,-0.01571026768953147,-0.035660658598502544,-0.06424907820565755,-0.10465274057502212,-0.14885681874070048,-0.19989914322854252,-0.2522377130250509,-0.30231707003941355,-0.3494663164027526,-0.38819266391805707,-0.4188010273516818
0.12022459681212205,0.07663048991814632,0.028936843153684968,-0.02375578623141292,-0.07607437222538463,-0.12266966537592128,-0.16633497699446007,-0.20053790260207763,-0.22623522076391064,-0.24079816158628234,-0.2427772971884333,-0.23299274231799244,-0.2099702347283261,-0.17850878828768457,-0.1357680319268819,-0.09182625380933335,-0.03988212454351099,0.009959865106411562,0.058539413904029405,0.10301626539203372,0.1396262281252274,0.16695979439533987,0.1832277197487779,0.189813152914868,0.18198425748718708,0.16537296712834146
-0.18007897210302967,-0.15954739623247619,-0.12901239906512932,-0.09118194858735887,-0.049357878378917724,-0.005394326237955783,0.03764435002605045,0.07683557341237449,0.10997937614854207,0.13291590468217995,0.1473330828539224,0.15081177195814818,0.14222180550427735,0.1224531476016161,0.09095159226589661,0.05237329022258006,0.005930762560953017,-0.04355778620597066,-0.10861841588839316,-0.15891015687446064,-0.2050584272092156,-0.240699511439102,-0.2677399445963268,-0.28502945280205694,-0.2893382772879548,-0.28399259769913526
-0.13485113917065,-0.09079556623267002,-0.03928480884281849,0.014951437917740442,0.07069801282486286,0.12196133583643158,0.17035869598392597,0.21174492024647346,0.24373202604886737,0.2629656494696255,0.2718591989148357,0.26830238066651196,0.25492304255515175,0.23002154115819706,0.19660956681475408,0.15710142114529418,0.11489404946745438,0.08492241541183108,0.046664040735989454,0.005271871117232283,-0.030096053900229344,-0.05565760086378472,-0.07639981856705588,-0.08083897830291989,-0.07634978404050609,-0.05938451619762956
