temp_1_1,temp_1_2,temp_1_3,temp_1_4,temp_1_5,temp_1_6,temp_1_7,temp_1_8,temp_1_9,temp_1_10,temp_1_11,temp_1_12,temp_1_13,temp_1_14,temp_1_15,temp_1_16,temp_1_17,temp_1_18,temp_1_19,temp_1_20,temp_1_21,temp_1_22,temp_1_23,temp_1_24,temp_1_25,temp_1_26
-0.4168821627620284,-0.43576549798640263,-0.44758422914489726,-0.4456772468450648,-0.4310490203326045,-0.40494339612811536,-0.3695147285199381,-0.32849615548626454,-0.2790711768745434,-0.22808748624262695,-0.17825432673369856,-0.1299836063760068,-0.0887709610146071,-0.0547918937795254,-0.03238045597059511,-0.01982076055867692,-0.01954181288891352,-0.02937374423578209,-0.04962421591705023,-0.08064727845495502,-0.11962337123328808,-0.1618723142644505,-0.22525162888406064,-0.27222679253196436,-0.3083426092465597,-0.33890049906468994
-0.02613277651273678,-0.07000849179304526,-0.10964605159940775,-0.1408462704211065,-0.1629472672148527,-0.17692367192405956,-0.17822727940500377,-0.1670791706482786,-0.14610920534170704,-0.11478977341397328,-0.07551010263594575,-0.02989727676740832,0.02131560037263049,0.0721548450789167,0.12073647148366046,0.16497135789901404,0.2020894141413684,0.2285538736832058,0.2455675748814338,0.25239801243376503,0.2446338693377735,0.2255218314443984,0.19489589886252495,0.15768390492341153,0.1128903774026267,0.06227511323743282
-0.10059613284955336,-0.12632893217790392,-0.14151847286759056,-0.1451259100166344,-0.13706653857655057,-0.1177270881841731,-0.08921097243011271,-0.05309038844032085,-0.01160716651187554,0.03232390465422748,0.07524204137312808,0.1163551880134674,0.14879595561892098,0.17570422550556064,0.19300274406417217,0.1964778900677943,0.19182304862547755,0.1739973611253076,0.14531904095694195,0.10814277058811628,0.06326247697251416,0.01372570871575099,-0.03669658605511547,-0.08845123907586584,-0.1359690721874937,-0.17698809918548647
-0.31165527781441255,-0.31852623167955674,-0.3135862772545506,-0.2943716297850939,-0.2667638918512818,-0.22930105590383107,-0.1828288488765489,-0.13109243833761913,-0.07571637391259027,-0.02213259191276467,0.03010075666209797,0.07676285970337879,0.11652110759618611,0.14444975075659292,0.1618032433092927,0.16882058608016137,0.16343918994823026,0.1478746472157761,0.12099239386502038,0.08600811177805277,0.04629246445088387,0.00192610720313529,-0.0246444152006071,-0.06570783572601137,-0.10354648562845543,-0.1381908355880789
-0.4023297822710198,-0.42757354907739065,-0.44329803759592235,-0.44800789069332914,-0.4401366621988933,-0.419389955094674,-0.3879672569102646,-0.3498977340652998,-0.304495318217226,-0.2532913154262236,-0.20331528306449703,-0.15325056674687307,-0.10872744862216564,-0.07070993329517197,-0.04219012454266591,-0.02456051483885006,-0.01810444521652175,-0.0232186748268491,-0.03834919322150253,-0.06407156000674563,-0.09918252299121438,-0.1406279135613284,-0.1905920254466399,-0.25206886392804934,-0.2912976988680659,-0.3241802492883943
-0.04552338143580465,-0.06506786351009418,-0.07595421049268344,-0.0730252331664606,-0.05905348149086967,-0.03542416008094363,-0.0017192848265893,0.03993701821172367,0.08720795418621614,0.13915534132475418,0.18844526352661975,0.23754502793091944,0.278962226191958,0.3137288920770922,0.33719337947688155,0.35188480602900707,0.35404300936035793,0.34311707496598925,0.3210311058209683,0.28753091610079673,0.24847170536420193,0.20165529379806552,0.15010559906535115,0.09843530363528694,0.04863505945594435,0.0046732475111606
-0.13694478487674408,-0.16694396876497408,-0.18653878494811357,-0.1933737339251469,-0.1874678239226217,-0.169816192927257,-0.14410507625393987,-0.11056359642087978,-0.0697733195590031,-0.026248867599025,0.01671543556639287,0.05779620600318551,0.09479599423112509,0.12253007330665498,0.14263444051713975,0.15055230622938076,0.1462710284341247,0.1330275758903766,0.1081419803956928,0.07205819112335288,0.02984454598224132,-0.01880493122979089,-0.0773456584176787,-0.13484010336861268,-0.18187538554294227,-0.22298182812997025
-0.01730087792974057,-0.03917624249538663,-0.07056637600216087,-0.1097247298342494,-0.15593822444970887,-0.206247392465384,-0.25747701086299923,-0.3079040411777785,-0.3544509264672916,-0.3928994824376731,-0.4219156189864688,-0.4391367231394421,-0.4481997902332324,-0.4437822987145983,-0.42641067657712806,-0.3978148309808817,-0.3613606214754116,-0.3184427521681406,-0.26792643919642617,-0.2175939852876269,-0.16733881174127285,-0.12067695620594024,-0.08082757939358017,-0.04893030489321526,-0.02878419884452777,-0.01868013240766932
-0.35940429744847674,-0.3687625221690054,-0.36809975722179017,-0.35258084338544127,-0.3266737116103358,-0.2924822629956683,-0.2482819067392165,-0.1978083473879632,-0.14280490812861735,-0.0886978945555813,-0.03572913853860762,0.01244652844146448,0.05477328376502542,0.08595990872893593,0.10636545525407096,0.11703258750918206,0.11433561716447996,0.10218518611869168,0.07814389506717245,0.04535519651192246,0.00672353048216087,-0.03784688963804508,-0.06805943495491708,-0.10487637574892816,-0.14462010920080537,-0.18077603721255525
0.05766151322839923,0.00763274573029072,-0.03780359483354395,-0.07767383187607976,-0.10736165772481247,-0.12749262186997715,-0.1361210799459902,-0.13384595284989836,-0.11905748918100031,-0.09536052809274882,-0.06266647619388585,-0.02371978609057009,0.01870892355304362,0.06338083356095653,0.10495512120072029,0.142200076100065,0.17294297372166445,0.19352230253211128,0.2055412637355618,0.20461226027941004,0.1916720168644893,0.16769031456069475,0.13251899299390504,0.08779581899947848,0.03751307093917285,-0.01357580239718926
